Comunidades;Anio;PIB;Gasto;Numero_Parados;Numero_habitantes;Tasa_Paro;Inferior_2_etapa_Secundaria;2_etapa_Secundaria;Educacion_Superior;Tipo_Delito;Numero_Delitos;Tasa_Delitos
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Contra la Administración de Justicia;170.0;0.017292
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Contra la libertad;124.0;0.012613
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Contra la seguridad colectiva;1163.0;0.118296
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Lesiones;687.0;0.069879
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Otros delitos;274.0;0.02787
Baleares;2005;23318.91;9739.24;36400;983131.0;3.7;55.4;23.8;20.8;Total;3790.0;0.385503
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Concurso de delitos;317.0;0.031666
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Contra el orden público;124.0;0.012387
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Contra el patrimonio y el orden socioeconomico;1197.0;0.119573
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Contra la Administración de Justicia;180.0;0.017981
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Contra la libertad;136.0;0.013586
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Contra la seguridad colectiva;1214.0;0.121271
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Lesiones;641.0;0.064032
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Otros delitos;310.0;0.030967
Baleares;2006;24521.15;12156.13;34275;1001062.0;3.42;52.9;24.0;23.1;Total;4119.0;0.411463
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Contra el orden público;349.0;0.033862
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Contra el patrimonio y el orden socioeconomico;1745.0;0.169311
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Contra la Administración de Justicia;366.0;0.035512
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Contra la libertad;499.0;0.048416
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Contra la seguridad colectiva;2262.0;0.219473
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Lesiones;1691.0;0.164071
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Otros delitos;551.0;0.053461
Baleares;2007;25415.1;13231.45;38100;1030650.0;3.7;55.1;23.6;21.2;Total;7463.0;0.724106
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Amenazas;343.0;0.031971
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Atentados contra la autoridad;319.0;0.029734
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra el orden público;348.0;0.032437
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra el patrimonio y el orden socioeconomico;1648.0;0.15361
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra la Administración de Justicia;363.0;0.033835
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra la libertad;529.0;0.049308
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra la salud pública;217.0;0.020227
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra la seguridad colectiva;3359.0;0.313093
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Contra la seguridad vial;3139.0;0.292587
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Hurtos;1048.0;0.097684
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Lesiones;1589.0;0.148111
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Otros delitos;1674.0;0.156034
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Quebrantamiento de condena;321.0;0.02992
Baleares;2008;25602.2;12750.1;57800;1072844.0;5.39;52.7;26.5;20.8;Total;8302.0;0.773831
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Amenazas;398.0;0.036333
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Atentados contra la autoridad;240.0;0.021909
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra el orden público;255.0;0.023279
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra el patrimonio y el orden socioeconomico;1689.0;0.154187
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra la Administración de Justicia;341.0;0.031129
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra la libertad;609.0;0.055595
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra la salud pública;255.0;0.023279
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra la seguridad colectiva;3933.0;0.359038
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Contra la seguridad vial;3678.0;0.33576
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Hurtos;1125.0;0.1027
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Lesiones;1376.0;0.125613
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Otros delitos;1741.0;0.158934
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Quebrantamiento de condena;304.0;0.027752
Baleares;2009;24219.63;11481.59;105250;1095426.0;9.61;51.6;26.3;22.1;Total;8737.0;0.797589
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Amenazas;360.0;0.032548
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Atentados contra la autoridad;270.0;0.024411
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra el orden público;289.0;0.026129
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra el patrimonio y el orden socioeconomico;1686.0;0.152434
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra la Administración de Justicia;383.0;0.034628
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra la libertad;588.0;0.053162
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra la salud pública;320.0;0.028932
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra la seguridad colectiva;3536.0;0.319697
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Contra la seguridad vial;3214.0;0.290584
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Hurtos;1103.0;0.099724
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Lesiones;1322.0;0.119525
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Otros delitos;1852.0;0.167443
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Quebrantamiento de condena;339.0;0.03065
Baleares;2010;24110.59;11430.55;120300;1106049.0;10.88;50.4;27.0;22.6;Total;8373.0;0.757019
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Concurso de delitos;276.0;0.016932
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Contra el orden público;74.0;0.00454
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Contra el patrimonio y el orden socioeconomico;2386.0;0.146379
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Contra la Administración de Justicia;114.0;0.006994
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Contra la libertad;68.0;0.004172
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Contra la seguridad colectiva;1322.0;0.081104
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Lesiones;128.0;0.007853
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Otros delitos;210.0;0.012883
Canarias;1998;12980.21;4874.4;131625;1630015.0;8.08;;;;Total;4578.0;0.280856
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Concurso de delitos;357.0;0.021343
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Contra el orden público;95.0;0.005679
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Contra el patrimonio y el orden socioeconomico;2366.0;0.141449
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Contra la Administración de Justicia;118.0;0.007055
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Contra la libertad;84.0;0.005022
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Contra la seguridad colectiva;1378.0;0.082382
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Lesiones;139.0;0.00831
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Otros delitos;269.0;0.016082
Canarias;1999;14157.58;5065.01;104450;1672689.0;6.24;;;;Total;4806.0;0.287322
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Concurso de delitos;223.0;0.012993
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Contra el orden público;75.0;0.00437
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Contra el patrimonio y el orden socioeconomico;1457.0;0.084893
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Contra la Administración de Justicia;87.0;0.005069
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Contra la libertad;65.0;0.003787
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Contra la seguridad colectiva;942.0;0.054886
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Lesiones;98.0;0.00571
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Otros delitos;206.0;0.012003
Canarias;2000;14832.82;5508.92;104325;1716276.0;6.08;;;;Total;3153.0;0.183712
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Concurso de delitos;302.0;0.016953
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Contra el orden público;86.0;0.004828
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Contra el patrimonio y el orden socioeconomico;1887.0;0.10593
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Contra la Administración de Justicia;89.0;0.004996
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Contra la libertad;56.0;0.003144
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Contra la seguridad colectiva;970.0;0.054453
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Lesiones;168.0;0.009431
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Otros delitos;266.0;0.014932
Canarias;2001;15751.19;6158.28;85900;1781366.0;4.82;;;;Total;3824.0;0.214667
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Concurso de delitos;377.0;0.020447
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Contra el orden público;103.0;0.005586
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Contra el patrimonio y el orden socioeconomico;1825.0;0.098983
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Contra la Administración de Justicia;123.0;0.006671
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Contra la libertad;73.0;0.003959
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Contra la seguridad colectiva;1284.0;0.06964
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Lesiones;194.0;0.010522
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Otros delitos;316.0;0.017139
Canarias;2002;16537.89;6287.7;93925;1843755.0;5.09;59.7;17.1;23.1;Total;4295.0;0.232949
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Concurso de delitos;412.0;0.021743
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Contra el orden público;132.0;0.006966
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Contra el patrimonio y el orden socioeconomico;2171.0;0.114573
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Contra la Administración de Justicia;203.0;0.010713
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Contra la libertad;104.0;0.005489
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Contra la seguridad colectiva;1582.0;0.083489
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Lesiones;290.0;0.015304
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Otros delitos;416.0;0.021954
Canarias;2003;17413.19;6529.09;101300;1894868.0;5.35;58.4;19.9;21.7;Total;5310.0;0.280231
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Concurso de delitos;403.0;0.021038
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Contra el orden público;204.0;0.01065
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Contra el patrimonio y el orden socioeconomico;1927.0;0.100598
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Contra la Administración de Justicia;250.0;0.013051
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Contra la libertad;101.0;0.005273
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Contra la seguridad colectiva;1468.0;0.076636
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Lesiones;887.0;0.046305
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Otros delitos;494.0;0.025789
Canarias;2004;18108.42;6966.28;109500;1915540.0;5.72;56.8;20.1;23.1;Total;5734.0;0.299341
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Concurso de delitos;198.0;0.01006
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Contra el orden público;173.0;0.008789
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Contra el patrimonio y el orden socioeconomico;1105.0;0.05614
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Contra la Administración de Justicia;226.0;0.011482
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Contra la libertad;121.0;0.006147
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Contra la seguridad colectiva;1111.0;0.056445
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Lesiones;709.0;0.036021
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Otros delitos;414.0;0.021034
Canarias;2005;18975.41;7491.3;110975;1968280.0;5.64;54.0;21.5;24.5;Total;4057.0;0.206119
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Concurso de delitos;350.0;0.017537
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Contra el orden público;201.0;0.010071
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Contra el patrimonio y el orden socioeconomico;1451.0;0.072701
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Contra la Administración de Justicia;342.0;0.017136
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Contra la libertad;292.0;0.01463
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Contra la seguridad colectiva;1229.0;0.061578
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Lesiones;1115.0;0.055866
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Otros delitos;566.0;0.028359
Canarias;2006;19909.1;9792.28;116425;1995833.0;5.83;55.1;21.2;23.7;Total;5546.0;0.277879
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Contra el orden público;620.0;0.030603
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Contra el patrimonio y el orden socioeconomico;2410.0;0.118956
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Contra la Administración de Justicia;666.0;0.032873
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Contra la libertad;605.0;0.029863
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Contra la seguridad colectiva;2835.0;0.139934
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Lesiones;1785.0;0.088107
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Otros delitos;1018.0;0.050248
Canarias;2007;20667.83;10394.25;106675;2025951.0;5.27;54.2;21.3;24.6;Total;9939.0;0.490584
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Amenazas;456.0;0.021966
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Atentados contra la autoridad;615.0;0.029625
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra el orden público;631.0;0.030395
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra el patrimonio y el orden socioeconomico;2720.0;0.131023
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra la Administración de Justicia;709.0;0.034153
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra la libertad;691.0;0.033286
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra la salud pública;762.0;0.036706
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra la seguridad colectiva;9219.0;0.444082
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Contra la seguridad vial;8454.0;0.407232
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Hurtos;1984.0;0.09557
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Lesiones;2080.0;0.100194
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Otros delitos;2867.0;0.138104
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Quebrantamiento de condena;637.0;0.030684
Canarias;2008;20420.64;10046.51;181075;2075968.0;8.72;54.8;22.2;23.1;Total;17113.0;0.824338
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Amenazas;460.0;0.021863
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Atentados contra la autoridad;559.0;0.026569
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra el orden público;575.0;0.027329
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra el patrimonio y el orden socioeconomico;2503.0;0.118964
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra la Administración de Justicia;656.0;0.031179
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra la libertad;669.0;0.031797
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra la salud pública;829.0;0.039401
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra la seguridad colectiva;9846.0;0.467968
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Contra la seguridad vial;9012.0;0.428329
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Hurtos;1783.0;0.084744
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Lesiones;1622.0;0.077092
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Otros delitos;2784.0;0.13232
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Quebrantamiento de condena;588.0;0.027947
Canarias;2009;19314.56;9473.69;282200;2103992.0;13.41;53.2;23.2;23.6;Total;17009.0;0.808416
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Amenazas;417.0;0.019684
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Atentados contra la autoridad;516.0;0.024357
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra el orden público;532.0;0.025112
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra el patrimonio y el orden socioeconomico;2501.0;0.118054
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra la Administración de Justicia;710.0;0.033514
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra la libertad;662.0;0.031248
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra la salud pública;790.0;0.03729
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra la seguridad colectiva;7422.0;0.350339
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Contra la seguridad vial;6627.0;0.312813
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Hurtos;1719.0;0.081142
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Lesiones;1822.0;0.086003
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Otros delitos;2933.0;0.138446
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Quebrantamiento de condena;609.0;0.028746
Canarias;2010;19280.68;8977.31;310750;2118519.0;14.67;52.4;23.7;23.9;Total;14709.0;0.694306
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Concurso de delitos;70.0;0.013279
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Contra el orden público;27.0;0.005122
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Contra el patrimonio y el orden socioeconomico;378.0;0.071708
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Contra la Administración de Justicia;52.0;0.009865
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Contra la libertad;10.0;0.001897
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Contra la seguridad colectiva;345.0;0.065448
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Lesiones;58.0;0.011003
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Otros delitos;111.0;0.021057
Cantabria;1998;12504.13;5194.89;38850;527137.0;7.37;;;;Total;1051.0;0.199379
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Concurso de delitos;85.0;0.016084
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Contra el orden público;73.0;0.013813
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Contra el patrimonio y el orden socioeconomico;658.0;0.124508
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Contra la Administración de Justicia;64.0;0.01211
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Contra la libertad;20.0;0.003784
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Contra la seguridad colectiva;381.0;0.072094
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Lesiones;121.0;0.022896
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Otros delitos;122.0;0.023085
Cantabria;1999;13432.42;6021.29;32325;528478.0;6.12;;;;Total;1524.0;0.288375
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Concurso de delitos;89.0;0.016756
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Contra el orden público;25.0;0.004707
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Contra el patrimonio y el orden socioeconomico;408.0;0.076813
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Contra la Administración de Justicia;40.0;0.007531
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Contra la libertad;12.0;0.002259
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Contra la seguridad colectiva;384.0;0.072295
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Lesiones;87.0;0.016379
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Otros delitos;92.0;0.017321
Cantabria;2000;14621.09;6824.82;29525;531159.0;5.56;;;;Total;1137.0;0.21406
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Concurso de delitos;84.0;0.015625
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Contra el orden público;19.0;0.003534
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Contra el patrimonio y el orden socioeconomico;248.0;0.04613
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Contra la Administración de Justicia;31.0;0.005766
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Contra la libertad;13.0;0.002418
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Contra la seguridad colectiva;468.0;0.087053
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Lesiones;87.0;0.016183
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Otros delitos;91.0;0.016927
Cantabria;2001;15883.34;7466.31;19725;537606.0;3.67;;;;Total;1041.0;0.193636
Cantabria;2002;17027.79;7773.46;23500;542275.0;4.33;56.2;18.9;25.0;Concurso de delitos;86.0;0.015859
Cantabria;2002;17027.79;7773.46;23500;542275.0;4.33;56.2;18.9;25.0;Contra el orden público;29.0;0.005348
