Comunidades;Anio;Sexo;Edad;Numero_Condenados
Total;2019;Total;Total;286931
Total;2018;Total;Total;286637
Total;2017;Total;Total;285336
Total;2016;Total;Total;271526
Total;2015;Total;Total;222862
Total;2014;Total;Total;218827
Total;2013;Total;Total;219776
Total;2019;Total;18_20_anios;23937
Total;2018;Total;18_20_anios;24683
Total;2017;Total;18_20_anios;25485
Total;2016;Total;18_20_anios;23945
Total;2015;Total;18_20_anios;19244
Total;2014;Total;18_20_anios;18543
Total;2013;Total;18_20_anios;18508
Total;2019;Total;21_25_anios;39262
Total;2018;Total;21_25_anios;40274
Total;2017;Total;21_25_anios;40823
Total;2016;Total;21_25_anios;39862
Total;2015;Total;21_25_anios;33504
Total;2014;Total;21_25_anios;33619
Total;2013;Total;21_25_anios;34000
Total;2019;Total;26_30_anios;39248
Total;2018;Total;26_30_anios;39776
Total;2017;Total;26_30_anios;40099
Total;2016;Total;26_30_anios;39491
Total;2015;Total;26_30_anios;33315
Total;2014;Total;26_30_anios;33519
Total;2013;Total;26_30_anios;34711
Total;2019;Total;31_35_anios;39468
Total;2018;Total;31_35_anios;40414
Total;2017;Total;31_35_anios;40492
Total;2016;Total;31_35_anios;39552
Total;2015;Total;31_35_anios;33901
Total;2014;Total;31_35_anios;34607
Total;2013;Total;31_35_anios;35031
Total;2019;Total;36_40_anios;39854
Total;2018;Total;36_40_anios;39877
Total;2017;Total;36_40_anios;39678
Total;2016;Total;36_40_anios;37472
Total;2015;Total;36_40_anios;31618
Total;2014;Total;36_40_anios;30756
Total;2013;Total;36_40_anios;30830
Total;2019;Total;41_50_anios;61359
Total;2018;Total;41_50_anios;60386
Total;2017;Total;41_50_anios;58749
Total;2016;Total;41_50_anios;55459
Total;2015;Total;41_50_anios;44908
Total;2014;Total;41_50_anios;43427
Total;2013;Total;41_50_anios;43147
Total;2019;Total;51_60_anios;30100
Total;2018;Total;51_60_anios;28531
Total;2017;Total;51_60_anios;27609
Total;2016;Total;51_60_anios;24948
Total;2015;Total;51_60_anios;19089
Total;2014;Total;51_60_anios;17866
Total;2013;Total;51_60_anios;17254
Total;2019;Total;61_70_anios;10365
Total;2018;Total;61_70_anios;9546
Total;2017;Total;61_70_anios;9371
Total;2016;Total;61_70_anios;8178
Total;2015;Total;61_70_anios;5737
Total;2014;Total;61_70_anios;5162
Total;2013;Total;61_70_anios;5025
Total;2019;Total;mayor_70_anios;3338
Total;2018;Total;mayor_70_anios;3150
Total;2017;Total;mayor_70_anios;3030
Total;2016;Total;mayor_70_anios;2619
Total;2015;Total;mayor_70_anios;1546
Total;2014;Total;mayor_70_anios;1328
Total;2013;Total;mayor_70_anios;1270
Total;2019;Hombres;Total;227722
Total;2018;Hombres;Total;227211
Total;2017;Hombres;Total;225753
Total;2016;Hombres;Total;219280
Total;2015;Hombres;Total;190876
Total;2014;Hombres;Total;191608
Total;2013;Hombres;Total;194596
Total;2019;Hombres;18_20_anios;18591
Total;2018;Hombres;18_20_anios;19024
Total;2017;Hombres;18_20_anios;19367
Total;2016;Hombres;18_20_anios;18851
Total;2015;Hombres;18_20_anios;16443
Total;2014;Hombres;18_20_anios;16190
Total;2013;Hombres;18_20_anios;16278
Total;2019;Hombres;21_25_anios;30844
Total;2018;Hombres;21_25_anios;31446
Total;2017;Hombres;21_25_anios;31687
Total;2016;Hombres;21_25_anios;31535
Total;2015;Hombres;21_25_anios;28261
Total;2014;Hombres;21_25_anios;28957
Total;2013;Hombres;21_25_anios;29699
Total;2019;Hombres;26_30_anios;30975
Total;2018;Hombres;26_30_anios;31208
Total;2017;Hombres;26_30_anios;31483
Total;2016;Hombres;26_30_anios;31664
Total;2015;Hombres;26_30_anios;28188
Total;2014;Hombres;26_30_anios;29006
Total;2013;Hombres;26_30_anios;30491
Total;2019;Hombres;31_35_anios;31435
Total;2018;Hombres;31_35_anios;32054
Total;2017;Hombres;31_35_anios;32216
Total;2016;Hombres;31_35_anios;31976
Total;2015;Hombres;31_35_anios;28970
Total;2014;Hombres;31_35_anios;30215
Total;2013;Hombres;31_35_anios;30934
Total;2019;Hombres;36_40_anios;31795
Total;2018;Hombres;36_40_anios;31843
Total;2017;Hombres;36_40_anios;31756
Total;2016;Hombres;36_40_anios;30643
Total;2015;Hombres;36_40_anios;27198
Total;2014;Hombres;36_40_anios;26913
Total;2013;Hombres;36_40_anios;27282
Total;2019;Hombres;41_50_anios;49354
Total;2018;Hombres;41_50_anios;48636
Total;2017;Hombres;41_50_anios;47408
Total;2016;Hombres;41_50_anios;45557
Total;2015;Hombres;41_50_anios;38730
Total;2014;Hombres;41_50_anios;38432
Total;2013;Hombres;41_50_anios;38464
Total;2019;Hombres;51_60_anios;24100
Total;2018;Hombres;51_60_anios;23044
Total;2017;Hombres;51_60_anios;22182
Total;2016;Hombres;51_60_anios;20403
Total;2015;Hombres;51_60_anios;16689
Total;2014;Hombres;51_60_anios;16033
Total;2013;Hombres;51_60_anios;15684
Total;2019;Hombres;61_70_anios;8068
Total;2018;Hombres;61_70_anios;7528
Total;2017;Hombres;61_70_anios;7334
Total;2016;Hombres;61_70_anios;6580
Total;2015;Hombres;61_70_anios;5054
Total;2014;Hombres;61_70_anios;4655
Total;2013;Hombres;61_70_anios;4608
Total;2019;Hombres;mayor_70_anios;2560
Total;2018;Hombres;mayor_70_anios;2428
Total;2017;Hombres;mayor_70_anios;2320
Total;2016;Hombres;mayor_70_anios;2071
Total;2015;Hombres;mayor_70_anios;1343
Total;2014;Hombres;mayor_70_anios;1207
Total;2013;Hombres;mayor_70_anios;1156
Total;2019;Mujeres;Total;59209
Total;2018;Mujeres;Total;59426
Total;2017;Mujeres;Total;59583
Total;2016;Mujeres;Total;52246
Total;2015;Mujeres;Total;31986
Total;2014;Mujeres;Total;27219
Total;2013;Mujeres;Total;25180
Total;2019;Mujeres;18_20_anios;5346
Total;2018;Mujeres;18_20_anios;5659
Total;2017;Mujeres;18_20_anios;6118
Total;2016;Mujeres;18_20_anios;5094
Total;2015;Mujeres;18_20_anios;2801
Total;2014;Mujeres;18_20_anios;2353
Total;2013;Mujeres;18_20_anios;2230
Total;2019;Mujeres;21_25_anios;8418
Total;2018;Mujeres;21_25_anios;8828
Total;2017;Mujeres;21_25_anios;9136
Total;2016;Mujeres;21_25_anios;8327
Total;2015;Mujeres;21_25_anios;5243
Total;2014;Mujeres;21_25_anios;4662
Total;2013;Mujeres;21_25_anios;4301
Total;2019;Mujeres;26_30_anios;8273
Total;2018;Mujeres;26_30_anios;8568
Total;2017;Mujeres;26_30_anios;8616
Total;2016;Mujeres;26_30_anios;7827
Total;2015;Mujeres;26_30_anios;5127
Total;2014;Mujeres;26_30_anios;4513
Total;2013;Mujeres;26_30_anios;4220
Total;2019;Mujeres;31_35_anios;8033
Total;2018;Mujeres;31_35_anios;8360
Total;2017;Mujeres;31_35_anios;8276
Total;2016;Mujeres;31_35_anios;7576
Total;2015;Mujeres;31_35_anios;4931
Total;2014;Mujeres;31_35_anios;4392
Total;2013;Mujeres;31_35_anios;4097
Total;2019;Mujeres;36_40_anios;8059
Total;2018;Mujeres;36_40_anios;8034
Total;2017;Mujeres;36_40_anios;7922
Total;2016;Mujeres;36_40_anios;6829
Total;2015;Mujeres;36_40_anios;4420
Total;2014;Mujeres;36_40_anios;3843
Total;2013;Mujeres;36_40_anios;3548
Total;2019;Mujeres;41_50_anios;12005
Total;2018;Mujeres;41_50_anios;11750
Total;2017;Mujeres;41_50_anios;11341
Total;2016;Mujeres;41_50_anios;9902
Total;2015;Mujeres;41_50_anios;6178
Total;2014;Mujeres;41_50_anios;4995
Total;2013;Mujeres;41_50_anios;4683
Total;2019;Mujeres;51_60_anios;6000
Total;2018;Mujeres;51_60_anios;5487
Total;2017;Mujeres;51_60_anios;5427
Total;2016;Mujeres;51_60_anios;4545
Total;2015;Mujeres;51_60_anios;2400
Total;2014;Mujeres;51_60_anios;1833
Total;2013;Mujeres;51_60_anios;1570
Total;2019;Mujeres;61_70_anios;2297
Total;2018;Mujeres;61_70_anios;2018
Total;2017;Mujeres;61_70_anios;2037
Total;2016;Mujeres;61_70_anios;1598
Total;2015;Mujeres;61_70_anios;683
Total;2014;Mujeres;61_70_anios;507
Total;2013;Mujeres;61_70_anios;417
Total;2019;Mujeres;mayor_70_anios;778
Total;2018;Mujeres;mayor_70_anios;722
Total;2017;Mujeres;mayor_70_anios;710
Total;2016;Mujeres;mayor_70_anios;548
Total;2015;Mujeres;mayor_70_anios;203
Total;2014;Mujeres;mayor_70_anios;121
Total;2013;Mujeres;mayor_70_anios;114
Andalucia;2019;Total;Total;54848
Andalucia;2018;Total;Total;56893
Andalucia;2017;Total;Total;55657
Andalucia;2016;Total;Total;53174
Andalucia;2015;Total;Total;43851
Andalucia;2014;Total;Total;42564
Andalucia;2013;Total;Total;44033
Andalucia;2019;Total;18_20_anios;4300
Andalucia;2018;Total;18_20_anios;4739
Andalucia;2017;Total;18_20_anios;4821
Andalucia;2016;Total;18_20_anios;4738
Andalucia;2015;Total;18_20_anios;3834
Andalucia;2014;Total;18_20_anios;3735
Andalucia;2013;Total;18_20_anios;3957
Andalucia;2019;Total;21_25_anios;7137
Andalucia;2018;Total;21_25_anios;8016
Andalucia;2017;Total;21_25_anios;7990
Andalucia;2016;Total;21_25_anios;7860
Andalucia;2015;Total;21_25_anios;7040
Andalucia;2014;Total;21_25_anios;6804
Andalucia;2013;Total;21_25_anios;7228
Andalucia;2019;Total;26_30_anios;7679
Andalucia;2018;Total;26_30_anios;8145
Andalucia;2017;Total;26_30_anios;8085
Andalucia;2016;Total;26_30_anios;7987
Andalucia;2015;Total;26_30_anios;6599
Andalucia;2014;Total;26_30_anios;6508
Andalucia;2013;Total;26_30_anios;7094
Andalucia;2019;Total;31_35_anios;7878
Andalucia;2018;Total;31_35_anios;8155
Andalucia;2017;Total;31_35_anios;8146
Andalucia;2016;Total;31_35_anios;7753
Andalucia;2015;Total;31_35_anios;6507
Andalucia;2014;Total;31_35_anios;6650
Andalucia;2013;Total;31_35_anios;6795
Andalucia;2019;Total;36_40_anios;7695
Andalucia;2018;Total;36_40_anios;7875
Andalucia;2017;Total;36_40_anios;7635
Andalucia;2016;Total;36_40_anios;7191
Andalucia;2015;Total;36_40_anios;6011
Andalucia;2014;Total;36_40_anios;5772
Andalucia;2013;Total;36_40_anios;5956
Andalucia;2019;Total;41_50_anios;11702
Andalucia;2018;Total;41_50_anios;11814
Andalucia;2017;Total;41_50_anios;11320
Andalucia;2016;Total;41_50_anios;10670
Andalucia;2015;Total;41_50_anios;8729
Andalucia;2014;Total;41_50_anios;8449
Andalucia;2013;Total;41_50_anios;8446
Andalucia;2019;Total;51_60_anios;5872
Andalucia;2018;Total;51_60_anios;5792
Andalucia;2017;Total;51_60_anios;5418
Andalucia;2016;Total;51_60_anios;4995
Andalucia;2015;Total;51_60_anios;3791
Andalucia;2014;Total;51_60_anios;3442
Andalucia;2013;Total;51_60_anios;3367
Andalucia;2019;Total;61_70_anios;1977
Andalucia;2018;Total;61_70_anios;1785
Andalucia;2017;Total;61_70_anios;1710
Andalucia;2016;Total;61_70_anios;1528
Andalucia;2015;Total;61_70_anios;1052
Andalucia;2014;Total;61_70_anios;953
Andalucia;2013;Total;61_70_anios;950
Andalucia;2019;Total;mayor_70_anios;608
Andalucia;2018;Total;mayor_70_anios;572
Andalucia;2017;Total;mayor_70_anios;532
Andalucia;2016;Total;mayor_70_anios;452
Andalucia;2015;Total;mayor_70_anios;288
Andalucia;2014;Total;mayor_70_anios;251
Andalucia;2013;Total;mayor_70_anios;240
Andalucia;2019;Hombres;Total;43624
Andalucia;2018;Hombres;Total;44819
Andalucia;2017;Hombres;Total;44030
Andalucia;2016;Hombres;Total;43106
Andalucia;2015;Hombres;Total;37613
Andalucia;2014;Hombres;Total;37234
Andalucia;2013;Hombres;Total;38902
Andalucia;2019;Hombres;18_20_anios;3333
Andalucia;2018;Hombres;18_20_anios;3610
Andalucia;2017;Hombres;18_20_anios;3717
Andalucia;2016;Hombres;18_20_anios;3761
Andalucia;2015;Hombres;18_20_anios;3254
Andalucia;2014;Hombres;18_20_anios;3263
Andalucia;2013;Hombres;18_20_anios;3481
Andalucia;2019;Hombres;21_25_anios;5557
Andalucia;2018;Hombres;21_25_anios;6201
Andalucia;2017;Hombres;21_25_anios;6183
Andalucia;2016;Hombres;21_25_anios;6183
Andalucia;2015;Hombres;21_25_anios;5948
Andalucia;2014;Hombres;21_25_anios;5794
Andalucia;2013;Hombres;21_25_anios;6307
Andalucia;2019;Hombres;26_30_anios;6115
Andalucia;2018;Hombres;26_30_anios;6380
Andalucia;2017;Hombres;26_30_anios;6366
Andalucia;2016;Hombres;26_30_anios;6450
Andalucia;2015;Hombres;26_30_anios;5626
Andalucia;2014;Hombres;26_30_anios;5653
Andalucia;2013;Hombres;26_30_anios;6212
Andalucia;2019;Hombres;31_35_anios;6256
Andalucia;2018;Hombres;31_35_anios;6430
Andalucia;2017;Hombres;31_35_anios;6423
Andalucia;2016;Hombres;31_35_anios;6290
Andalucia;2015;Hombres;31_35_anios;5543
Andalucia;2014;Hombres;31_35_anios;5830
Andalucia;2013;Hombres;31_35_anios;5985
Andalucia;2019;Hombres;36_40_anios;6146
Andalucia;2018;Hombres;36_40_anios;6251
Andalucia;2017;Hombres;36_40_anios;6090
Andalucia;2016;Hombres;36_40_anios;5890
Andalucia;2015;Hombres;36_40_anios;5206
Andalucia;2014;Hombres;36_40_anios;5051
Andalucia;2013;Hombres;36_40_anios;5279
Andalucia;2019;Hombres;41_50_anios;9472
Andalucia;2018;Hombres;41_50_anios;9449
Andalucia;2017;Hombres;41_50_anios;9169
Andalucia;2016;Hombres;41_50_anios;8829
Andalucia;2015;Hombres;41_50_anios;7587
Andalucia;2014;Hombres;41_50_anios;7486
Andalucia;2013;Hombres;41_50_anios;7532
Andalucia;2019;Hombres;51_60_anios;4713
Andalucia;2018;Hombres;51_60_anios;4667
Andalucia;2017;Hombres;51_60_anios;4341
Andalucia;2016;Hombres;51_60_anios;4113
Andalucia;2015;Hombres;51_60_anios;3286
Andalucia;2014;Hombres;51_60_anios;3063
Andalucia;2013;Hombres;51_60_anios;3024
Andalucia;2019;Hombres;61_70_anios;1560
Andalucia;2018;Hombres;61_70_anios;1393
Andalucia;2017;Hombres;61_70_anios;1330
Andalucia;2016;Hombres;61_70_anios;1230
Andalucia;2015;Hombres;61_70_anios;918
Andalucia;2014;Hombres;61_70_anios;860
Andalucia;2013;Hombres;61_70_anios;863
Andalucia;2019;Hombres;mayor_70_anios;472
Andalucia;2018;Hombres;mayor_70_anios;438
Andalucia;2017;Hombres;mayor_70_anios;411
Andalucia;2016;Hombres;mayor_70_anios;360
Andalucia;2015;Hombres;mayor_70_anios;245
Andalucia;2014;Hombres;mayor_70_anios;234
Andalucia;2013;Hombres;mayor_70_anios;219
Andalucia;2019;Mujeres;Total;11224
Andalucia;2018;Mujeres;Total;12074
Andalucia;2017;Mujeres;Total;11627
Andalucia;2016;Mujeres;Total;10068
Andalucia;2015;Mujeres;Total;6238
Andalucia;2014;Mujeres;Total;5330
Andalucia;2013;Mujeres;Total;5131
Andalucia;2019;Mujeres;18_20_anios;967
Andalucia;2018;Mujeres;18_20_anios;1129
Andalucia;2017;Mujeres;18_20_anios;1104
Andalucia;2016;Mujeres;18_20_anios;977
Andalucia;2015;Mujeres;18_20_anios;580
Andalucia;2014;Mujeres;18_20_anios;472
Andalucia;2013;Mujeres;18_20_anios;476
Andalucia;2019;Mujeres;21_25_anios;1580
Andalucia;2018;Mujeres;21_25_anios;1815
Andalucia;2017;Mujeres;21_25_anios;1807
Andalucia;2016;Mujeres;21_25_anios;1677
Andalucia;2015;Mujeres;21_25_anios;1092
Andalucia;2014;Mujeres;21_25_anios;1010
Andalucia;2013;Mujeres;21_25_anios;921
Andalucia;2019;Mujeres;26_30_anios;1564
Andalucia;2018;Mujeres;26_30_anios;1765
Andalucia;2017;Mujeres;26_30_anios;1719
Andalucia;2016;Mujeres;26_30_anios;1537
Andalucia;2015;Mujeres;26_30_anios;973
Andalucia;2014;Mujeres;26_30_anios;855
Andalucia;2013;Mujeres;26_30_anios;882
Andalucia;2019;Mujeres;31_35_anios;1622
Andalucia;2018;Mujeres;31_35_anios;1725
Andalucia;2017;Mujeres;31_35_anios;1723
Andalucia;2016;Mujeres;31_35_anios;1463
Andalucia;2015;Mujeres;31_35_anios;964
Andalucia;2014;Mujeres;31_35_anios;820
Andalucia;2013;Mujeres;31_35_anios;810
Andalucia;2019;Mujeres;36_40_anios;1549
Andalucia;2018;Mujeres;36_40_anios;1624
Andalucia;2017;Mujeres;36_40_anios;1545
Andalucia;2016;Mujeres;36_40_anios;1301
Andalucia;2015;Mujeres;36_40_anios;805
Andalucia;2014;Mujeres;36_40_anios;721
Andalucia;2013;Mujeres;36_40_anios;677
Andalucia;2019;Mujeres;41_50_anios;2230
Andalucia;2018;Mujeres;41_50_anios;2365
Andalucia;2017;Mujeres;41_50_anios;2151
Andalucia;2016;Mujeres;41_50_anios;1841
Andalucia;2015;Mujeres;41_50_anios;1142
Andalucia;2014;Mujeres;41_50_anios;963
Andalucia;2013;Mujeres;41_50_anios;914
Andalucia;2019;Mujeres;51_60_anios;1159
Andalucia;2018;Mujeres;51_60_anios;1125
Andalucia;2017;Mujeres;51_60_anios;1077
Andalucia;2016;Mujeres;51_60_anios;882
Andalucia;2015;Mujeres;51_60_anios;505
Andalucia;2014;Mujeres;51_60_anios;379
Andalucia;2013;Mujeres;51_60_anios;343
Andalucia;2019;Mujeres;61_70_anios;417
Andalucia;2018;Mujeres;61_70_anios;392
Andalucia;2017;Mujeres;61_70_anios;380
Andalucia;2016;Mujeres;61_70_anios;298
Andalucia;2015;Mujeres;61_70_anios;134
Andalucia;2014;Mujeres;61_70_anios;93
Andalucia;2013;Mujeres;61_70_anios;87
Andalucia;2019;Mujeres;mayor_70_anios;136
Andalucia;2018;Mujeres;mayor_70_anios;134
Andalucia;2017;Mujeres;mayor_70_anios;121
Andalucia;2016;Mujeres;mayor_70_anios;92
Andalucia;2015;Mujeres;mayor_70_anios;43
Andalucia;2014;Mujeres;mayor_70_anios;17
Andalucia;2013;Mujeres;mayor_70_anios;21
Aragon;2019;Total;Total;6742
Aragon;2018;Total;Total;6471
Aragon;2017;Total;Total;6583
Aragon;2016;Total;Total;6696
Aragon;2015;Total;Total;5501
Aragon;2014;Total;Total;5079
Aragon;2013;Total;Total;4931
Aragon;2019;Total;18_20_anios;556
Aragon;2018;Total;18_20_anios;546
Aragon;2017;Total;18_20_anios;592
Aragon;2016;Total;18_20_anios;584
Aragon;2015;Total;18_20_anios;537
Aragon;2014;Total;18_20_anios;415
Aragon;2013;Total;18_20_anios;366
Aragon;2019;Total;21_25_anios;903
Aragon;2018;Total;21_25_anios;858
Aragon;2017;Total;21_25_anios;899
Aragon;2016;Total;21_25_anios;954
Aragon;2015;Total;21_25_anios;785
Aragon;2014;Total;21_25_anios;730
Aragon;2013;Total;21_25_anios;754
Aragon;2019;Total;26_30_anios;860
Aragon;2018;Total;26_30_anios;861
Aragon;2017;Total;26_30_anios;882
Aragon;2016;Total;26_30_anios;925
Aragon;2015;Total;26_30_anios;824
Aragon;2014;Total;26_30_anios;827
Aragon;2013;Total;26_30_anios;791
Aragon;2019;Total;31_35_anios;915
Aragon;2018;Total;31_35_anios;907
Aragon;2017;Total;31_35_anios;927
Aragon;2016;Total;31_35_anios;936
Aragon;2015;Total;31_35_anios;762
Aragon;2014;Total;31_35_anios;800
Aragon;2013;Total;31_35_anios;790
Aragon;2019;Total;36_40_anios;993
Aragon;2018;Total;36_40_anios;939
Aragon;2017;Total;36_40_anios;970
Aragon;2016;Total;36_40_anios;894
Aragon;2015;Total;36_40_anios;750
Aragon;2014;Total;36_40_anios;714
Aragon;2013;Total;36_40_anios;717
Aragon;2019;Total;41_50_anios;1461
Aragon;2018;Total;41_50_anios;1391
Aragon;2017;Total;41_50_anios;1351
Aragon;2016;Total;41_50_anios;1432
Aragon;2015;Total;41_50_anios;1136
Aragon;2014;Total;41_50_anios;1034
Aragon;2013;Total;41_50_anios;956
Aragon;2019;Total;51_60_anios;753
Aragon;2018;Total;51_60_anios;671
Aragon;2017;Total;51_60_anios;666
Aragon;2016;Total;51_60_anios;653
Aragon;2015;Total;51_60_anios;508
Aragon;2014;Total;51_60_anios;418
Aragon;2013;Total;51_60_anios;426
Aragon;2019;Total;61_70_anios;220
Aragon;2018;Total;61_70_anios;207
Aragon;2017;Total;61_70_anios;208
Aragon;2016;Total;61_70_anios;235
Aragon;2015;Total;61_70_anios;147
Aragon;2014;Total;61_70_anios;105
Aragon;2013;Total;61_70_anios;106
Aragon;2019;Total;mayor_70_anios;81
Aragon;2018;Total;mayor_70_anios;91
Aragon;2017;Total;mayor_70_anios;88
Aragon;2016;Total;mayor_70_anios;83
Aragon;2015;Total;mayor_70_anios;52
Aragon;2014;Total;mayor_70_anios;36
Aragon;2013;Total;mayor_70_anios;25
Aragon;2019;Hombres;Total;5391
Aragon;2018;Hombres;Total;5180
Aragon;2017;Hombres;Total;5215
Aragon;2016;Hombres;Total;5380
Aragon;2015;Hombres;Total;4602
Aragon;2014;Hombres;Total;4387
Aragon;2013;Hombres;Total;4361
Aragon;2019;Hombres;18_20_anios;447
Aragon;2018;Hombres;18_20_anios;439
Aragon;2017;Hombres;18_20_anios;438
Aragon;2016;Hombres;18_20_anios;453
Aragon;2015;Hombres;18_20_anios;465
Aragon;2014;Hombres;18_20_anios;360
Aragon;2013;Hombres;18_20_anios;313
Aragon;2019;Hombres;21_25_anios;710
Aragon;2018;Hombres;21_25_anios;700
Aragon;2017;Hombres;21_25_anios;688
Aragon;2016;Hombres;21_25_anios;743
Aragon;2015;Hombres;21_25_anios;647
Aragon;2014;Hombres;21_25_anios;628
Aragon;2013;Hombres;21_25_anios;666
Aragon;2019;Hombres;26_30_anios;682
Aragon;2018;Hombres;26_30_anios;687
Aragon;2017;Hombres;26_30_anios;689
Aragon;2016;Hombres;26_30_anios;749
Aragon;2015;Hombres;26_30_anios;674
Aragon;2014;Hombres;26_30_anios;695
Aragon;2013;Hombres;26_30_anios;683
Aragon;2019;Hombres;31_35_anios;738
Aragon;2018;Hombres;31_35_anios;707
Aragon;2017;Hombres;31_35_anios;745
Aragon;2016;Hombres;31_35_anios;764
Aragon;2015;Hombres;31_35_anios;651
Aragon;2014;Hombres;31_35_anios;702
Aragon;2013;Hombres;31_35_anios;707
Aragon;2019;Hombres;36_40_anios;805
Aragon;2018;Hombres;36_40_anios;749
Aragon;2017;Hombres;36_40_anios;766
Aragon;2016;Hombres;36_40_anios;733
Aragon;2015;Hombres;36_40_anios;617
Aragon;2014;Hombres;36_40_anios;622
Aragon;2013;Hombres;36_40_anios;634
Aragon;2019;Hombres;41_50_anios;1171
Aragon;2018;Hombres;41_50_anios;1133
Aragon;2017;Hombres;41_50_anios;1099
Aragon;2016;Hombres;41_50_anios;1167
Aragon;2015;Hombres;41_50_anios;939
Aragon;2014;Hombres;41_50_anios;888
Aragon;2013;Hombres;41_50_anios;835
Aragon;2019;Hombres;51_60_anios;607
Aragon;2018;Hombres;51_60_anios;533
Aragon;2017;Hombres;51_60_anios;562
Aragon;2016;Hombres;51_60_anios;535
Aragon;2015;Hombres;51_60_anios;437
Aragon;2014;Hombres;51_60_anios;371
Aragon;2013;Hombres;51_60_anios;398
Aragon;2019;Hombres;61_70_anios;171
Aragon;2018;Hombres;61_70_anios;162
Aragon;2017;Hombres;61_70_anios;159
Aragon;2016;Hombres;61_70_anios;177
Aragon;2015;Hombres;61_70_anios;130
Aragon;2014;Hombres;61_70_anios;92
Aragon;2013;Hombres;61_70_anios;102
Aragon;2019;Hombres;mayor_70_anios;60
Aragon;2018;Hombres;mayor_70_anios;70
Aragon;2017;Hombres;mayor_70_anios;69
Aragon;2016;Hombres;mayor_70_anios;59
Aragon;2015;Hombres;mayor_70_anios;42
Aragon;2014;Hombres;mayor_70_anios;29
Aragon;2013;Hombres;mayor_70_anios;23
Aragon;2019;Mujeres;Total;1351
Aragon;2018;Mujeres;Total;1291
Aragon;2017;Mujeres;Total;1368
Aragon;2016;Mujeres;Total;1316
Aragon;2015;Mujeres;Total;899
Aragon;2014;Mujeres;Total;692
Aragon;2013;Mujeres;Total;570
Aragon;2019;Mujeres;18_20_anios;109
Aragon;2018;Mujeres;18_20_anios;107
Aragon;2017;Mujeres;18_20_anios;154
Aragon;2016;Mujeres;18_20_anios;131
Aragon;2015;Mujeres;18_20_anios;72
Aragon;2014;Mujeres;18_20_anios;55
Aragon;2013;Mujeres;18_20_anios;53
Aragon;2019;Mujeres;21_25_anios;193
Aragon;2018;Mujeres;21_25_anios;158
Aragon;2017;Mujeres;21_25_anios;211
Aragon;2016;Mujeres;21_25_anios;211
Aragon;2015;Mujeres;21_25_anios;138
Aragon;2014;Mujeres;21_25_anios;102
Aragon;2013;Mujeres;21_25_anios;88
Aragon;2019;Mujeres;26_30_anios;178
Aragon;2018;Mujeres;26_30_anios;174
Aragon;2017;Mujeres;26_30_anios;193
Aragon;2016;Mujeres;26_30_anios;176
Aragon;2015;Mujeres;26_30_anios;150
Aragon;2014;Mujeres;26_30_anios;132
Aragon;2013;Mujeres;26_30_anios;108
Aragon;2019;Mujeres;31_35_anios;177
Aragon;2018;Mujeres;31_35_anios;200
Aragon;2017;Mujeres;31_35_anios;182
Aragon;2016;Mujeres;31_35_anios;172
Aragon;2015;Mujeres;31_35_anios;111
Aragon;2014;Mujeres;31_35_anios;98
Aragon;2013;Mujeres;31_35_anios;83
Aragon;2019;Mujeres;36_40_anios;188
Aragon;2018;Mujeres;36_40_anios;190
Aragon;2017;Mujeres;36_40_anios;204
Aragon;2016;Mujeres;36_40_anios;161
Aragon;2015;Mujeres;36_40_anios;133
Aragon;2014;Mujeres;36_40_anios;92
Aragon;2013;Mujeres;36_40_anios;83
Aragon;2019;Mujeres;41_50_anios;290
Aragon;2018;Mujeres;41_50_anios;258
Aragon;2017;Mujeres;41_50_anios;252
Aragon;2016;Mujeres;41_50_anios;265
Aragon;2015;Mujeres;41_50_anios;197
Aragon;2014;Mujeres;41_50_anios;146
Aragon;2013;Mujeres;41_50_anios;121
Aragon;2019;Mujeres;51_60_anios;146
Aragon;2018;Mujeres;51_60_anios;138
Aragon;2017;Mujeres;51_60_anios;104
Aragon;2016;Mujeres;51_60_anios;118
Aragon;2015;Mujeres;51_60_anios;71
Aragon;2014;Mujeres;51_60_anios;47
Aragon;2013;Mujeres;51_60_anios;28
Aragon;2019;Mujeres;61_70_anios;49
Aragon;2018;Mujeres;61_70_anios;45
Aragon;2017;Mujeres;61_70_anios;49
Aragon;2016;Mujeres;61_70_anios;58
Aragon;2015;Mujeres;61_70_anios;17
Aragon;2014;Mujeres;61_70_anios;13
Aragon;2013;Mujeres;61_70_anios;4
Aragon;2019;Mujeres;mayor_70_anios;21
Aragon;2018;Mujeres;mayor_70_anios;21
Aragon;2017;Mujeres;mayor_70_anios;19
Aragon;2016;Mujeres;mayor_70_anios;24
Aragon;2015;Mujeres;mayor_70_anios;10
Aragon;2014;Mujeres;mayor_70_anios;7
Aragon;2013;Mujeres;mayor_70_anios;2
Asturias;2019;Total;Total;6202
Asturias;2018;Total;Total;6309
Asturias;2017;Total;Total;6436
Asturias;2016;Total;Total;6311
Asturias;2015;Total;Total;4683
Asturias;2014;Total;Total;4713
Asturias;2013;Total;Total;4702
Asturias;2019;Total;18_20_anios;388
Asturias;2018;Total;18_20_anios;444
Asturias;2017;Total;18_20_anios;458
Asturias;2016;Total;18_20_anios;455
Asturias;2015;Total;18_20_anios;363
Asturias;2014;Total;18_20_anios;308
Asturias;2013;Total;18_20_anios;292
