Tipo de delito;Sexo del infractor;Lugar de condena;Total
6.1. Detenciones ilegales y secuestro;Varón;Navarra, Comunidad Foral de;5
6.1. Detenciones ilegales y secuestro;Varón;País Vasco;8
6.1. Detenciones ilegales y secuestro;Varón;Rioja, La;5
6.1. Detenciones ilegales y secuestro;Varón;Ceuta;0
6.1. Detenciones ilegales y secuestro;Varón;Melilla;0
6.1. Detenciones ilegales y secuestro;Mujer;Total;24
6.1. Detenciones ilegales y secuestro;Mujer;Andalucía;2
6.1. Detenciones ilegales y secuestro;Mujer;Aragón;0
6.1. Detenciones ilegales y secuestro;Mujer;Asturias, Principado de;1
6.1. Detenciones ilegales y secuestro;Mujer;Balears, Illes;0
6.1. Detenciones ilegales y secuestro;Mujer;Canarias;1
6.1. Detenciones ilegales y secuestro;Mujer;Cantabria;1
6.1. Detenciones ilegales y secuestro;Mujer;Castilla y León;0
6.1. Detenciones ilegales y secuestro;Mujer;Castilla-La Mancha;2
6.1. Detenciones ilegales y secuestro;Mujer;Cataluña;4
6.1. Detenciones ilegales y secuestro;Mujer;Comunitat Valenciana;3
6.1. Detenciones ilegales y secuestro;Mujer;Extremadura;0
6.1. Detenciones ilegales y secuestro;Mujer;Galicia;0
6.1. Detenciones ilegales y secuestro;Mujer;Madrid, Comunidad de(1);9
6.1. Detenciones ilegales y secuestro;Mujer;Murcia, Región de;0
6.1. Detenciones ilegales y secuestro;Mujer;Navarra, Comunidad Foral de;0
6.1. Detenciones ilegales y secuestro;Mujer;País Vasco;1
6.1. Detenciones ilegales y secuestro;Mujer;Rioja, La;0
6.1. Detenciones ilegales y secuestro;Mujer;Ceuta;0
6.1. Detenciones ilegales y secuestro;Mujer;Melilla;0
6.2. De las amenazas;Total;Total;9.271
6.2. De las amenazas;Total;Andalucía;2.319
6.2. De las amenazas;Total;Aragón;205
6.2. De las amenazas;Total;Asturias, Principado de;196
6.2. De las amenazas;Total;Balears, Illes;398
6.2. De las amenazas;Total;Canarias;460
6.2. De las amenazas;Total;Cantabria;79
6.2. De las amenazas;Total;Castilla y León;385
6.2. De las amenazas;Total;Castilla-La Mancha;428
6.2. De las amenazas;Total;Cataluña;1.187
6.2. De las amenazas;Total;Comunitat Valenciana;1.236
6.2. De las amenazas;Total;Extremadura;225
6.2. De las amenazas;Total;Galicia;399
6.2. De las amenazas;Total;Madrid, Comunidad de(1);774
6.2. De las amenazas;Total;Murcia, Región de;463
6.2. De las amenazas;Total;Navarra, Comunidad Foral de;79
6.2. De las amenazas;Total;País Vasco;359
6.2. De las amenazas;Total;Rioja, La;52
6.2. De las amenazas;Total;Ceuta;17
6.2. De las amenazas;Total;Melilla;10
6.2. De las amenazas;Varón;Total;9.069
6.2. De las amenazas;Varón;Andalucía;2.266
6.2. De las amenazas;Varón;Aragón;195
6.2. De las amenazas;Varón;Asturias, Principado de;191
6.2. De las amenazas;Varón;Balears, Illes;394
6.2. De las amenazas;Varón;Canarias;446
6.2. De las amenazas;Varón;Cantabria;79
6.2. De las amenazas;Varón;Castilla y León;375
6.2. De las amenazas;Varón;Castilla-La Mancha;421
6.2. De las amenazas;Varón;Cataluña;1.164
6.2. De las amenazas;Varón;Comunitat Valenciana;1.215
6.2. De las amenazas;Varón;Extremadura;216
6.2. De las amenazas;Varón;Galicia;391
6.2. De las amenazas;Varón;Madrid, Comunidad de(1);759
6.2. De las amenazas;Varón;Murcia, Región de;453
6.2. De las amenazas;Varón;Navarra, Comunidad Foral de;76
6.2. De las amenazas;Varón;País Vasco;350
6.2. De las amenazas;Varón;Rioja, La;51
6.2. De las amenazas;Varón;Ceuta;17
6.2. De las amenazas;Varón;Melilla;10
6.2. De las amenazas;Mujer;Total;202
6.2. De las amenazas;Mujer;Andalucía;53
6.2. De las amenazas;Mujer;Aragón;10
6.2. De las amenazas;Mujer;Asturias, Principado de;5
6.2. De las amenazas;Mujer;Balears, Illes;4
6.2. De las amenazas;Mujer;Canarias;14
6.2. De las amenazas;Mujer;Cantabria;0
6.2. De las amenazas;Mujer;Castilla y León;10
6.2. De las amenazas;Mujer;Castilla-La Mancha;7
6.2. De las amenazas;Mujer;Cataluña;23
6.2. De las amenazas;Mujer;Comunitat Valenciana;21
6.2. De las amenazas;Mujer;Extremadura;9
6.2. De las amenazas;Mujer;Galicia;8
6.2. De las amenazas;Mujer;Madrid, Comunidad de(1);15
6.2. De las amenazas;Mujer;Murcia, Región de;10
6.2. De las amenazas;Mujer;Navarra, Comunidad Foral de;3
6.2. De las amenazas;Mujer;País Vasco;9
6.2. De las amenazas;Mujer;Rioja, La;1
6.2. De las amenazas;Mujer;Ceuta;0
6.2. De las amenazas;Mujer;Melilla;0
6.3. De las coacciones;Total;Total;1.160
6.3. De las coacciones;Total;Andalucía;202
6.3. De las coacciones;Total;Aragón;31
6.3. De las coacciones;Total;Asturias, Principado de;34
6.3. De las coacciones;Total;Balears, Illes;103
6.3. De las coacciones;Total;Canarias;55
6.3. De las coacciones;Total;Cantabria;6
6.3. De las coacciones;Total;Castilla y León;53
6.3. De las coacciones;Total;Castilla-La Mancha;30
6.3. De las coacciones;Total;Cataluña;142
6.3. De las coacciones;Total;Comunitat Valenciana;99
6.3. De las coacciones;Total;Extremadura;29
6.3. De las coacciones;Total;Galicia;74
6.3. De las coacciones;Total;Madrid, Comunidad de(1);117
6.3. De las coacciones;Total;Murcia, Región de;62
6.3. De las coacciones;Total;Navarra, Comunidad Foral de;20
6.3. De las coacciones;Total;País Vasco;83
6.3. De las coacciones;Total;Rioja, La;17
6.3. De las coacciones;Total;Ceuta;2
6.3. De las coacciones;Total;Melilla;1
6.3. De las coacciones;Varón;Total;1.100
6.3. De las coacciones;Varón;Andalucía;183
6.3. De las coacciones;Varón;Aragón;29
6.3. De las coacciones;Varón;Asturias, Principado de;33
6.3. De las coacciones;Varón;Balears, Illes;99
6.3. De las coacciones;Varón;Canarias;52
6.3. De las coacciones;Varón;Cantabria;6
6.3. De las coacciones;Varón;Castilla y León;53
6.3. De las coacciones;Varón;Castilla-La Mancha;28
6.3. De las coacciones;Varón;Cataluña;137
6.3. De las coacciones;Varón;Comunitat Valenciana;94
6.3. De las coacciones;Varón;Extremadura;28
6.3. De las coacciones;Varón;Galicia;71
6.3. De las coacciones;Varón;Madrid, Comunidad de(1);114
6.3. De las coacciones;Varón;Murcia, Región de;56
6.3. De las coacciones;Varón;Navarra, Comunidad Foral de;20
6.3. De las coacciones;Varón;País Vasco;79
6.3. De las coacciones;Varón;Rioja, La;16
6.3. De las coacciones;Varón;Ceuta;2
6.3. De las coacciones;Varón;Melilla;0
6.3. De las coacciones;Mujer;Total;60
6.3. De las coacciones;Mujer;Andalucía;19
6.3. De las coacciones;Mujer;Aragón;2
6.3. De las coacciones;Mujer;Asturias, Principado de;1
6.3. De las coacciones;Mujer;Balears, Illes;4
6.3. De las coacciones;Mujer;Canarias;3
6.3. De las coacciones;Mujer;Cantabria;0
6.3. De las coacciones;Mujer;Castilla y León;0
6.3. De las coacciones;Mujer;Castilla-La Mancha;2
6.3. De las coacciones;Mujer;Cataluña;5
6.3. De las coacciones;Mujer;Comunitat Valenciana;5
6.3. De las coacciones;Mujer;Extremadura;1
6.3. De las coacciones;Mujer;Galicia;3
6.3. De las coacciones;Mujer;Madrid, Comunidad de(1);3
6.3. De las coacciones;Mujer;Murcia, Región de;6
6.3. De las coacciones;Mujer;Navarra, Comunidad Foral de;0
6.3. De las coacciones;Mujer;País Vasco;4
6.3. De las coacciones;Mujer;Rioja, La;1
6.3. De las coacciones;Mujer;Ceuta;0
6.3. De las coacciones;Mujer;Melilla;1
7. Torturas e integridad moral;Total;Total;3.377
7. Torturas e integridad moral;Total;Andalucía;761
7. Torturas e integridad moral;Total;Aragón;64
7. Torturas e integridad moral;Total;Asturias, Principado de;34
7. Torturas e integridad moral;Total;Balears, Illes;74
7. Torturas e integridad moral;Total;Canarias;143
7. Torturas e integridad moral;Total;Cantabria;20
7. Torturas e integridad moral;Total;Castilla y León;145
7. Torturas e integridad moral;Total;Castilla-La Mancha;149
7. Torturas e integridad moral;Total;Cataluña;589
7. Torturas e integridad moral;Total;Comunitat Valenciana;400
7. Torturas e integridad moral;Total;Extremadura;79
7. Torturas e integridad moral;Total;Galicia;246
7. Torturas e integridad moral;Total;Madrid, Comunidad de(1);265
7. Torturas e integridad moral;Total;Murcia, Región de;148
7. Torturas e integridad moral;Total;Navarra, Comunidad Foral de;48
7. Torturas e integridad moral;Total;País Vasco;186
7. Torturas e integridad moral;Total;Rioja, La;20
7. Torturas e integridad moral;Total;Ceuta;3
7. Torturas e integridad moral;Total;Melilla;3
7. Torturas e integridad moral;Varón;Total;3.164
7. Torturas e integridad moral;Varón;Andalucía;715
7. Torturas e integridad moral;Varón;Aragón;56
7. Torturas e integridad moral;Varón;Asturias, Principado de;29
7. Torturas e integridad moral;Varón;Balears, Illes;69
7. Torturas e integridad moral;Varón;Canarias;133
7. Torturas e integridad moral;Varón;Cantabria;20
7. Torturas e integridad moral;Varón;Castilla y León;137
7. Torturas e integridad moral;Varón;Castilla-La Mancha;138
7. Torturas e integridad moral;Varón;Cataluña;559
7. Torturas e integridad moral;Varón;Comunitat Valenciana;375
7. Torturas e integridad moral;Varón;Extremadura;76
7. Torturas e integridad moral;Varón;Galicia;232
