Tipo de delito;Sexo del infractor;Lugar de condena;Total
2. Aborto;Mujer;Madrid, Comunidad de(1);3
2. Aborto;Mujer;Murcia, Región de;1
2. Aborto;Mujer;Navarra, Comunidad Foral de;0
2. Aborto;Mujer;País Vasco;0
2. Aborto;Mujer;Rioja, La;0
2. Aborto;Mujer;Ceuta;0
2. Aborto;Mujer;Melilla;0
3. Lesiones;Total;Total;35.039
3. Lesiones;Total;Andalucía;6.522
3. Lesiones;Total;Aragón;1.011
3. Lesiones;Total;Asturias, Principado de;858
3. Lesiones;Total;Balears, Illes;1.322
3. Lesiones;Total;Canarias;1.822
3. Lesiones;Total;Cantabria;564
3. Lesiones;Total;Castilla y León;1.641
3. Lesiones;Total;Castilla-La Mancha;1.500
3. Lesiones;Total;Cataluña;4.600
3. Lesiones;Total;Comunitat Valenciana;4.295
3. Lesiones;Total;Extremadura;883
3. Lesiones;Total;Galicia;1.943
3. Lesiones;Total;Madrid, Comunidad de(1);3.912
3. Lesiones;Total;Murcia, Región de;1.382
3. Lesiones;Total;Navarra, Comunidad Foral de;388
3. Lesiones;Total;País Vasco;2.000
3. Lesiones;Total;Rioja, La;280
3. Lesiones;Total;Ceuta;55
3. Lesiones;Total;Melilla;61
3. Lesiones;Varón;Total;32.332
3. Lesiones;Varón;Andalucía;6.027
3. Lesiones;Varón;Aragón;933
3. Lesiones;Varón;Asturias, Principado de;792
3. Lesiones;Varón;Balears, Illes;1.231
3. Lesiones;Varón;Canarias;1.674
3. Lesiones;Varón;Cantabria;514
3. Lesiones;Varón;Castilla y León;1.502
3. Lesiones;Varón;Castilla-La Mancha;1.379
3. Lesiones;Varón;Cataluña;4.243
3. Lesiones;Varón;Comunitat Valenciana;3.943
3. Lesiones;Varón;Extremadura;798
3. Lesiones;Varón;Galicia;1.825
3. Lesiones;Varón;Madrid, Comunidad de(1);3.635
3. Lesiones;Varón;Murcia, Región de;1.289
3. Lesiones;Varón;Navarra, Comunidad Foral de;357
3. Lesiones;Varón;País Vasco;1.826
3. Lesiones;Varón;Rioja, La;257
3. Lesiones;Varón;Ceuta;49
3. Lesiones;Varón;Melilla;58
3. Lesiones;Mujer;Total;2.707
3. Lesiones;Mujer;Andalucía;495
3. Lesiones;Mujer;Aragón;78
3. Lesiones;Mujer;Asturias, Principado de;66
3. Lesiones;Mujer;Balears, Illes;91
3. Lesiones;Mujer;Canarias;148
3. Lesiones;Mujer;Cantabria;50
3. Lesiones;Mujer;Castilla y León;139
3. Lesiones;Mujer;Castilla-La Mancha;121
3. Lesiones;Mujer;Cataluña;357
3. Lesiones;Mujer;Comunitat Valenciana;352
3. Lesiones;Mujer;Extremadura;85
3. Lesiones;Mujer;Galicia;118
3. Lesiones;Mujer;Madrid, Comunidad de(1);277
3. Lesiones;Mujer;Murcia, Región de;93
3. Lesiones;Mujer;Navarra, Comunidad Foral de;31
3. Lesiones;Mujer;País Vasco;174
3. Lesiones;Mujer;Rioja, La;23
3. Lesiones;Mujer;Ceuta;6
3. Lesiones;Mujer;Melilla;3
6. Contra la libertad;Total;Total;11.317
6. Contra la libertad;Total;Andalucía;2.733
6. Contra la libertad;Total;Aragón;246
6. Contra la libertad;Total;Asturias, Principado de;209
6. Contra la libertad;Total;Balears, Illes;492
6. Contra la libertad;Total;Canarias;522
6. Contra la libertad;Total;Cantabria;89
6. Contra la libertad;Total;Castilla y León;515
6. Contra la libertad;Total;Castilla-La Mancha;446
6. Contra la libertad;Total;Cataluña;1.617
6. Contra la libertad;Total;Comunitat Valenciana;1.438
6. Contra la libertad;Total;Extremadura;265
6. Contra la libertad;Total;Galicia;518
6. Contra la libertad;Total;Madrid, Comunidad de(1);1.090
6. Contra la libertad;Total;Murcia, Región de;473
6. Contra la libertad;Total;Navarra, Comunidad Foral de;95
6. Contra la libertad;Total;País Vasco;474
6. Contra la libertad;Total;Rioja, La;69
6. Contra la libertad;Total;Ceuta;16
6. Contra la libertad;Total;Melilla;10
6. Contra la libertad;Varón;Total;11.012
6. Contra la libertad;Varón;Andalucía;2.673
6. Contra la libertad;Varón;Aragón;239
6. Contra la libertad;Varón;Asturias, Principado de;198
6. Contra la libertad;Varón;Balears, Illes;471
6. Contra la libertad;Varón;Canarias;514
6. Contra la libertad;Varón;Cantabria;82
6. Contra la libertad;Varón;Castilla y León;503
6. Contra la libertad;Varón;Castilla-La Mancha;436
6. Contra la libertad;Varón;Cataluña;1.570
6. Contra la libertad;Varón;Comunitat Valenciana;1.401
6. Contra la libertad;Varón;Extremadura;261
6. Contra la libertad;Varón;Galicia;496
6. Contra la libertad;Varón;Madrid, Comunidad de(1);1.065
6. Contra la libertad;Varón;Murcia, Región de;461
6. Contra la libertad;Varón;Navarra, Comunidad Foral de;90
6. Contra la libertad;Varón;País Vasco;459
6. Contra la libertad;Varón;Rioja, La;68
6. Contra la libertad;Varón;Ceuta;15
6. Contra la libertad;Varón;Melilla;10
6. Contra la libertad;Mujer;Total;305
6. Contra la libertad;Mujer;Andalucía;60
6. Contra la libertad;Mujer;Aragón;7
6. Contra la libertad;Mujer;Asturias, Principado de;11
6. Contra la libertad;Mujer;Balears, Illes;21
6. Contra la libertad;Mujer;Canarias;8
6. Contra la libertad;Mujer;Cantabria;7
6. Contra la libertad;Mujer;Castilla y León;12
6. Contra la libertad;Mujer;Castilla-La Mancha;10
6. Contra la libertad;Mujer;Cataluña;47
6. Contra la libertad;Mujer;Comunitat Valenciana;37
6. Contra la libertad;Mujer;Extremadura;4
6. Contra la libertad;Mujer;Galicia;22
6. Contra la libertad;Mujer;Madrid, Comunidad de(1);25
6. Contra la libertad;Mujer;Murcia, Región de;12
6. Contra la libertad;Mujer;Navarra, Comunidad Foral de;5
6. Contra la libertad;Mujer;País Vasco;15
6. Contra la libertad;Mujer;Rioja, La;1
6. Contra la libertad;Mujer;Ceuta;1
6. Contra la libertad;Mujer;Melilla;0
6.1. Detenciones ilegales y secuestro;Total;Total;469
6.1. Detenciones ilegales y secuestro;Total;Andalucía;78
6.1. Detenciones ilegales y secuestro;Total;Aragón;11
6.1. Detenciones ilegales y secuestro;Total;Asturias, Principado de;3
6.1. Detenciones ilegales y secuestro;Total;Balears, Illes;23
6.1. Detenciones ilegales y secuestro;Total;Canarias;32
6.1. Detenciones ilegales y secuestro;Total;Cantabria;2
6.1. Detenciones ilegales y secuestro;Total;Castilla y León;11
6.1. Detenciones ilegales y secuestro;Total;Castilla-La Mancha;23
6.1. Detenciones ilegales y secuestro;Total;Cataluña;102
6.1. Detenciones ilegales y secuestro;Total;Comunitat Valenciana;53
6.1. Detenciones ilegales y secuestro;Total;Extremadura;1
6.1. Detenciones ilegales y secuestro;Total;Galicia;20
6.1. Detenciones ilegales y secuestro;Total;Madrid, Comunidad de(1);58
6.1. Detenciones ilegales y secuestro;Total;Murcia, Región de;32
6.1. Detenciones ilegales y secuestro;Total;Navarra, Comunidad Foral de;1
6.1. Detenciones ilegales y secuestro;Total;País Vasco;17
6.1. Detenciones ilegales y secuestro;Total;Rioja, La;2
6.1. Detenciones ilegales y secuestro;Total;Ceuta;0
6.1. Detenciones ilegales y secuestro;Total;Melilla;0
6.1. Detenciones ilegales y secuestro;Varón;Total;444
6.1. Detenciones ilegales y secuestro;Varón;Andalucía;76
6.1. Detenciones ilegales y secuestro;Varón;Aragón;11
6.1. Detenciones ilegales y secuestro;Varón;Asturias, Principado de;2
6.1. Detenciones ilegales y secuestro;Varón;Balears, Illes;17
6.1. Detenciones ilegales y secuestro;Varón;Canarias;32
6.1. Detenciones ilegales y secuestro;Varón;Cantabria;2
6.1. Detenciones ilegales y secuestro;Varón;Castilla y León;9
6.1. Detenciones ilegales y secuestro;Varón;Castilla-La Mancha;22
6.1. Detenciones ilegales y secuestro;Varón;Cataluña;97
6.1. Detenciones ilegales y secuestro;Varón;Comunitat Valenciana;51
6.1. Detenciones ilegales y secuestro;Varón;Extremadura;1
6.1. Detenciones ilegales y secuestro;Varón;Galicia;19
6.1. Detenciones ilegales y secuestro;Varón;Madrid, Comunidad de(1);55
6.1. Detenciones ilegales y secuestro;Varón;Murcia, Región de;32
6.1. Detenciones ilegales y secuestro;Varón;Navarra, Comunidad Foral de;1
6.1. Detenciones ilegales y secuestro;Varón;País Vasco;15
6.1. Detenciones ilegales y secuestro;Varón;Rioja, La;2
6.1. Detenciones ilegales y secuestro;Varón;Ceuta;0
6.1. Detenciones ilegales y secuestro;Varón;Melilla;0
6.1. Detenciones ilegales y secuestro;Mujer;Total;25
6.1. Detenciones ilegales y secuestro;Mujer;Andalucía;2
6.1. Detenciones ilegales y secuestro;Mujer;Aragón;0
6.1. Detenciones ilegales y secuestro;Mujer;Asturias, Principado de;1
6.1. Detenciones ilegales y secuestro;Mujer;Balears, Illes;6
6.1. Detenciones ilegales y secuestro;Mujer;Canarias;0
6.1. Detenciones ilegales y secuestro;Mujer;Cantabria;0
6.1. Detenciones ilegales y secuestro;Mujer;Castilla y León;2
6.1. Detenciones ilegales y secuestro;Mujer;Castilla-La Mancha;1
6.1. Detenciones ilegales y secuestro;Mujer;Cataluña;5
6.1. Detenciones ilegales y secuestro;Mujer;Comunitat Valenciana;2
6.1. Detenciones ilegales y secuestro;Mujer;Extremadura;0
6.1. Detenciones ilegales y secuestro;Mujer;Galicia;1
6.1. Detenciones ilegales y secuestro;Mujer;Madrid, Comunidad de(1);3
6.1. Detenciones ilegales y secuestro;Mujer;Murcia, Región de;0
6.1. Detenciones ilegales y secuestro;Mujer;Navarra, Comunidad Foral de;0
6.1. Detenciones ilegales y secuestro;Mujer;País Vasco;2
6.1. Detenciones ilegales y secuestro;Mujer;Rioja, La;0
6.1. Detenciones ilegales y secuestro;Mujer;Ceuta;0
6.1. Detenciones ilegales y secuestro;Mujer;Melilla;0
6.2. De las amenazas;Total;Total;9.418
6.2. De las amenazas;Total;Andalucía;2.391
6.2. De las amenazas;Total;Aragón;204
6.2. De las amenazas;Total;Asturias, Principado de;180
6.2. De las amenazas;Total;Balears, Illes;360
6.2. De las amenazas;Total;Canarias;417
6.2. De las amenazas;Total;Cantabria;61
6.2. De las amenazas;Total;Castilla y León;445
6.2. De las amenazas;Total;Castilla-La Mancha;392
6.2. De las amenazas;Total;Cataluña;1.321
6.2. De las amenazas;Total;Comunitat Valenciana;1.269
6.2. De las amenazas;Total;Extremadura;212
6.2. De las amenazas;Total;Galicia;413
6.2. De las amenazas;Total;Madrid, Comunidad de(1);874
6.2. De las amenazas;Total;Murcia, Región de;380
6.2. De las amenazas;Total;Navarra, Comunidad Foral de;74
6.2. De las amenazas;Total;País Vasco;349
6.2. De las amenazas;Total;Rioja, La;53
6.2. De las amenazas;Total;Ceuta;14
6.2. De las amenazas;Total;Melilla;9
6.2. De las amenazas;Varón;Total;9.198
6.2. De las amenazas;Varón;Andalucía;2.346
6.2. De las amenazas;Varón;Aragón;197
6.2. De las amenazas;Varón;Asturias, Principado de;172
6.2. De las amenazas;Varón;Balears, Illes;350
6.2. De las amenazas;Varón;Canarias;412
6.2. De las amenazas;Varón;Cantabria;57
6.2. De las amenazas;Varón;Castilla y León;435
6.2. De las amenazas;Varón;Castilla-La Mancha;384
6.2. De las amenazas;Varón;Cataluña;1.286
6.2. De las amenazas;Varón;Comunitat Valenciana;1.239
6.2. De las amenazas;Varón;Extremadura;209
6.2. De las amenazas;Varón;Galicia;396
6.2. De las amenazas;Varón;Madrid, Comunidad de(1);859
6.2. De las amenazas;Varón;Murcia, Región de;372
6.2. De las amenazas;Varón;Navarra, Comunidad Foral de;70
6.2. De las amenazas;Varón;País Vasco;340
6.2. De las amenazas;Varón;Rioja, La;52
6.2. De las amenazas;Varón;Ceuta;13
6.2. De las amenazas;Varón;Melilla;9
6.2. De las amenazas;Mujer;Total;220
6.2. De las amenazas;Mujer;Andalucía;45
6.2. De las amenazas;Mujer;Aragón;7
6.2. De las amenazas;Mujer;Asturias, Principado de;8
6.2. De las amenazas;Mujer;Balears, Illes;10
6.2. De las amenazas;Mujer;Canarias;5
6.2. De las amenazas;Mujer;Cantabria;4
6.2. De las amenazas;Mujer;Castilla y León;10
6.2. De las amenazas;Mujer;Castilla-La Mancha;8
6.2. De las amenazas;Mujer;Cataluña;35
6.2. De las amenazas;Mujer;Comunitat Valenciana;30
6.2. De las amenazas;Mujer;Extremadura;3
6.2. De las amenazas;Mujer;Galicia;17
6.2. De las amenazas;Mujer;Madrid, Comunidad de(1);15
6.2. De las amenazas;Mujer;Murcia, Región de;8
6.2. De las amenazas;Mujer;Navarra, Comunidad Foral de;4
6.2. De las amenazas;Mujer;País Vasco;9
6.2. De las amenazas;Mujer;Rioja, La;1
6.2. De las amenazas;Mujer;Ceuta;1
6.2. De las amenazas;Mujer;Melilla;0
6.3. De las coacciones;Total;Total;1.430
6.3. De las coacciones;Total;Andalucía;264
6.3. De las coacciones;Total;Aragón;31
6.3. De las coacciones;Total;Asturias, Principado de;26
6.3. De las coacciones;Total;Balears, Illes;109
6.3. De las coacciones;Total;Canarias;73
6.3. De las coacciones;Total;Cantabria;26
6.3. De las coacciones;Total;Castilla y León;59
6.3. De las coacciones;Total;Castilla-La Mancha;31
6.3. De las coacciones;Total;Cataluña;194
6.3. De las coacciones;Total;Comunitat Valenciana;116
6.3. De las coacciones;Total;Extremadura;52
6.3. De las coacciones;Total;Galicia;85
6.3. De las coacciones;Total;Madrid, Comunidad de(1);158
6.3. De las coacciones;Total;Murcia, Región de;61
6.3. De las coacciones;Total;Navarra, Comunidad Foral de;20
6.3. De las coacciones;Total;País Vasco;108
6.3. De las coacciones;Total;Rioja, La;14
6.3. De las coacciones;Total;Ceuta;2
6.3. De las coacciones;Total;Melilla;1
6.3. De las coacciones;Varón;Total;1.370
6.3. De las coacciones;Varón;Andalucía;251
6.3. De las coacciones;Varón;Aragón;31
6.3. De las coacciones;Varón;Asturias, Principado de;24
6.3. De las coacciones;Varón;Balears, Illes;104
6.3. De las coacciones;Varón;Canarias;70
6.3. De las coacciones;Varón;Cantabria;23
6.3. De las coacciones;Varón;Castilla y León;59
6.3. De las coacciones;Varón;Castilla-La Mancha;30
6.3. De las coacciones;Varón;Cataluña;187
6.3. De las coacciones;Varón;Comunitat Valenciana;111
6.3. De las coacciones;Varón;Extremadura;51
6.3. De las coacciones;Varón;Galicia;81
6.3. De las coacciones;Varón;Madrid, Comunidad de(1);151
6.3. De las coacciones;Varón;Murcia, Región de;57
6.3. De las coacciones;Varón;Navarra, Comunidad Foral de;19
6.3. De las coacciones;Varón;País Vasco;104
6.3. De las coacciones;Varón;Rioja, La;14
6.3. De las coacciones;Varón;Ceuta;2
6.3. De las coacciones;Varón;Melilla;1
6.3. De las coacciones;Mujer;Total;60
6.3. De las coacciones;Mujer;Andalucía;13
6.3. De las coacciones;Mujer;Aragón;0
6.3. De las coacciones;Mujer;Asturias, Principado de;2
6.3. De las coacciones;Mujer;Balears, Illes;5
6.3. De las coacciones;Mujer;Canarias;3
6.3. De las coacciones;Mujer;Cantabria;3
6.3. De las coacciones;Mujer;Castilla y León;0
6.3. De las coacciones;Mujer;Castilla-La Mancha;1
6.3. De las coacciones;Mujer;Cataluña;7
6.3. De las coacciones;Mujer;Comunitat Valenciana;5
6.3. De las coacciones;Mujer;Extremadura;1
6.3. De las coacciones;Mujer;Galicia;4
6.3. De las coacciones;Mujer;Madrid, Comunidad de(1);7
6.3. De las coacciones;Mujer;Murcia, Región de;4
6.3. De las coacciones;Mujer;Navarra, Comunidad Foral de;1
6.3. De las coacciones;Mujer;País Vasco;4
6.3. De las coacciones;Mujer;Rioja, La;0
6.3. De las coacciones;Mujer;Ceuta;0
6.3. De las coacciones;Mujer;Melilla;0
7. Torturas e integridad moral;Total;Total;2.975
7. Torturas e integridad moral;Total;Andalucía;686
7. Torturas e integridad moral;Total;Aragón;40
7. Torturas e integridad moral;Total;Asturias, Principado de;47
7. Torturas e integridad moral;Total;Balears, Illes;85
7. Torturas e integridad moral;Total;Canarias;114
7. Torturas e integridad moral;Total;Cantabria;49
7. Torturas e integridad moral;Total;Castilla y León;154
7. Torturas e integridad moral;Total;Castilla-La Mancha;120
7. Torturas e integridad moral;Total;Cataluña;458
7. Torturas e integridad moral;Total;Comunitat Valenciana;357
7. Torturas e integridad moral;Total;Extremadura;88
7. Torturas e integridad moral;Total;Galicia;192
7. Torturas e integridad moral;Total;Madrid, Comunidad de(1);283
7. Torturas e integridad moral;Total;Murcia, Región de;112
7. Torturas e integridad moral;Total;Navarra, Comunidad Foral de;44
7. Torturas e integridad moral;Total;País Vasco;127
7. Torturas e integridad moral;Total;Rioja, La;16
7. Torturas e integridad moral;Total;Ceuta;3
7. Torturas e integridad moral;Total;Melilla;0
7. Torturas e integridad moral;Varón;Total;2.782
7. Torturas e integridad moral;Varón;Andalucía;653
7. Torturas e integridad moral;Varón;Aragón;38
7. Torturas e integridad moral;Varón;Asturias, Principado de;41
7. Torturas e integridad moral;Varón;Balears, Illes;81
7. Torturas e integridad moral;Varón;Canarias;99
7. Torturas e integridad moral;Varón;Cantabria;46
7. Torturas e integridad moral;Varón;Castilla y León;143
7. Torturas e integridad moral;Varón;Castilla-La Mancha;114
7. Torturas e integridad moral;Varón;Cataluña;430
7. Torturas e integridad moral;Varón;Comunitat Valenciana;322
7. Torturas e integridad moral;Varón;Extremadura;82
7. Torturas e integridad moral;Varón;Galicia;183
7. Torturas e integridad moral;Varón;Madrid, Comunidad de(1);268
7. Torturas e integridad moral;Varón;Murcia, Región de;109
7. Torturas e integridad moral;Varón;Navarra, Comunidad Foral de;42
7. Torturas e integridad moral;Varón;País Vasco;115
7. Torturas e integridad moral;Varón;Rioja, La;13
7. Torturas e integridad moral;Varón;Ceuta;3
7. Torturas e integridad moral;Varón;Melilla;0
7. Torturas e integridad moral;Mujer;Total;193
7. Torturas e integridad moral;Mujer;Andalucía;33
7. Torturas e integridad moral;Mujer;Aragón;2
7. Torturas e integridad moral;Mujer;Asturias, Principado de;6
7. Torturas e integridad moral;Mujer;Balears, Illes;4
7. Torturas e integridad moral;Mujer;Canarias;15
7. Torturas e integridad moral;Mujer;Cantabria;3
7. Torturas e integridad moral;Mujer;Castilla y León;11
7. Torturas e integridad moral;Mujer;Castilla-La Mancha;6
7. Torturas e integridad moral;Mujer;Cataluña;28
7. Torturas e integridad moral;Mujer;Comunitat Valenciana;35
7. Torturas e integridad moral;Mujer;Extremadura;6
7. Torturas e integridad moral;Mujer;Galicia;9
7. Torturas e integridad moral;Mujer;Madrid, Comunidad de(1);15
7. Torturas e integridad moral;Mujer;Murcia, Región de;3
7. Torturas e integridad moral;Mujer;Navarra, Comunidad Foral de;2
7. Torturas e integridad moral;Mujer;País Vasco;12
7. Torturas e integridad moral;Mujer;Rioja, La;3
7. Torturas e integridad moral;Mujer;Ceuta;0
7. Torturas e integridad moral;Mujer;Melilla;0
8. Contra la libertad e indemnidad sexuales;Total;Total;2.490
8. Contra la libertad e indemnidad sexuales;Total;Andalucía;462
8. Contra la libertad e indemnidad sexuales;Total;Aragón;90
8. Contra la libertad e indemnidad sexuales;Total;Asturias, Principado de;44
8. Contra la libertad e indemnidad sexuales;Total;Balears, Illes;96
8. Contra la libertad e indemnidad sexuales;Total;Canarias;140
8. Contra la libertad e indemnidad sexuales;Total;Cantabria;29
8. Contra la libertad e indemnidad sexuales;Total;Castilla y León;99
8. Contra la libertad e indemnidad sexuales;Total;Castilla-La Mancha;81
8. Contra la libertad e indemnidad sexuales;Total;Cataluña;394
8. Contra la libertad e indemnidad sexuales;Total;Comunitat Valenciana;305
8. Contra la libertad e indemnidad sexuales;Total;Extremadura;34
8. Contra la libertad e indemnidad sexuales;Total;Galicia;126
8. Contra la libertad e indemnidad sexuales;Total;Madrid, Comunidad de(1);248
8. Contra la libertad e indemnidad sexuales;Total;Murcia, Región de;155
8. Contra la libertad e indemnidad sexuales;Total;Navarra, Comunidad Foral de;42
8. Contra la libertad e indemnidad sexuales;Total;País Vasco;119
8. Contra la libertad e indemnidad sexuales;Total;Rioja, La;19
8. Contra la libertad e indemnidad sexuales;Total;Ceuta;4
8. Contra la libertad e indemnidad sexuales;Total;Melilla;3
8. Contra la libertad e indemnidad sexuales;Varón;Total;2.416
8. Contra la libertad e indemnidad sexuales;Varón;Andalucía;448
