Tipo de delito;Sexo del infractor;Lugar de condena;Total
10.2. Allanamiento de morada;Mujer;Madrid (Comunidad de)(1);0
10.2. Allanamiento de morada;Mujer;Murcia (Región de);0
10.2. Allanamiento de morada;Mujer;Navarra (Comunidad Foral de);0
10.2. Allanamiento de morada;Mujer;País Vasco;0
10.2. Allanamiento de morada;Mujer;Rioja (La);5
10.2. Allanamiento de morada;Mujer;Ceuta;0
10.2. Allanamiento de morada;Mujer;Melilla;0
11. Contra el honor;Total;Total;162
11. Contra el honor;Total;Andalucía;56
11. Contra el honor;Total;Aragón;5
11. Contra el honor;Total;Asturias (Principado de);8
11. Contra el honor;Total;Balears (Illes);3
11. Contra el honor;Total;Canarias;3
11. Contra el honor;Total;Cantabria;4
11. Contra el honor;Total;Castilla y León;7
11. Contra el honor;Total;Castilla-La Mancha;4
11. Contra el honor;Total;Cataluña;24
11. Contra el honor;Total;Comunitat Valenciana;17
11. Contra el honor;Total;Extremadura;5
11. Contra el honor;Total;Galicia;7
11. Contra el honor;Total;Madrid (Comunidad de)(1);8
11. Contra el honor;Total;Murcia (Región de);1
11. Contra el honor;Total;Navarra (Comunidad Foral de);7
11. Contra el honor;Total;País Vasco;2
11. Contra el honor;Total;Rioja (La);0
11. Contra el honor;Total;Ceuta;1
11. Contra el honor;Total;Melilla;0
11. Contra el honor;Varón;Total;132
11. Contra el honor;Varón;Andalucía;50
11. Contra el honor;Varón;Aragón;4
11. Contra el honor;Varón;Asturias (Principado de);6
11. Contra el honor;Varón;Balears (Illes);3
11. Contra el honor;Varón;Canarias;2
11. Contra el honor;Varón;Cantabria;4
11. Contra el honor;Varón;Castilla y León;6
11. Contra el honor;Varón;Castilla-La Mancha;4
11. Contra el honor;Varón;Cataluña;14
11. Contra el honor;Varón;Comunitat Valenciana;13
11. Contra el honor;Varón;Extremadura;5
11. Contra el honor;Varón;Galicia;5
11. Contra el honor;Varón;Madrid (Comunidad de)(1);7
11. Contra el honor;Varón;Murcia (Región de);1
11. Contra el honor;Varón;Navarra (Comunidad Foral de);5
11. Contra el honor;Varón;País Vasco;2
11. Contra el honor;Varón;Rioja (La);0
11. Contra el honor;Varón;Ceuta;1
11. Contra el honor;Varón;Melilla;0
11. Contra el honor;Mujer;Total;30
11. Contra el honor;Mujer;Andalucía;6
11. Contra el honor;Mujer;Aragón;1
11. Contra el honor;Mujer;Asturias (Principado de);2
11. Contra el honor;Mujer;Balears (Illes);0
11. Contra el honor;Mujer;Canarias;1
11. Contra el honor;Mujer;Cantabria;0
11. Contra el honor;Mujer;Castilla y León;1
11. Contra el honor;Mujer;Castilla-La Mancha;0
11. Contra el honor;Mujer;Cataluña;10
11. Contra el honor;Mujer;Comunitat Valenciana;4
11. Contra el honor;Mujer;Extremadura;0
11. Contra el honor;Mujer;Galicia;2
11. Contra el honor;Mujer;Madrid (Comunidad de)(1);1
11. Contra el honor;Mujer;Murcia (Región de);0
11. Contra el honor;Mujer;Navarra (Comunidad Foral de);2
11. Contra el honor;Mujer;País Vasco;0
11. Contra el honor;Mujer;Rioja (La);0
11. Contra el honor;Mujer;Ceuta;0
11. Contra el honor;Mujer;Melilla;0
11.1. De la calumnia;Total;Total;29
11.1. De la calumnia;Total;Andalucía;5
11.1. De la calumnia;Total;Aragón;2
11.1. De la calumnia;Total;Asturias (Principado de);2
11.1. De la calumnia;Total;Balears (Illes);2
11.1. De la calumnia;Total;Canarias;2
11.1. De la calumnia;Total;Cantabria;2
11.1. De la calumnia;Total;Castilla y León;0
11.1. De la calumnia;Total;Castilla-La Mancha;0
11.1. De la calumnia;Total;Cataluña;3
11.1. De la calumnia;Total;Comunitat Valenciana;3
11.1. De la calumnia;Total;Extremadura;3
11.1. De la calumnia;Total;Galicia;2
11.1. De la calumnia;Total;Madrid (Comunidad de)(1);0
11.1. De la calumnia;Total;Murcia (Región de);0
11.1. De la calumnia;Total;Navarra (Comunidad Foral de);0
11.1. De la calumnia;Total;País Vasco;2
11.1. De la calumnia;Total;Rioja (La);0
11.1. De la calumnia;Total;Ceuta;1
11.1. De la calumnia;Total;Melilla;0
11.1. De la calumnia;Varón;Total;21
11.1. De la calumnia;Varón;Andalucía;2
11.1. De la calumnia;Varón;Aragón;2
11.1. De la calumnia;Varón;Asturias (Principado de);1
11.1. De la calumnia;Varón;Balears (Illes);2
11.1. De la calumnia;Varón;Canarias;1
11.1. De la calumnia;Varón;Cantabria;2
11.1. De la calumnia;Varón;Castilla y León;0
11.1. De la calumnia;Varón;Castilla-La Mancha;0
11.1. De la calumnia;Varón;Cataluña;2
11.1. De la calumnia;Varón;Comunitat Valenciana;2
11.1. De la calumnia;Varón;Extremadura;3
11.1. De la calumnia;Varón;Galicia;1
11.1. De la calumnia;Varón;Madrid (Comunidad de)(1);0
11.1. De la calumnia;Varón;Murcia (Región de);0
11.1. De la calumnia;Varón;Navarra (Comunidad Foral de);0
11.1. De la calumnia;Varón;País Vasco;2
11.1. De la calumnia;Varón;Rioja (La);0
11.1. De la calumnia;Varón;Ceuta;1
11.1. De la calumnia;Varón;Melilla;0
11.1. De la calumnia;Mujer;Total;8
11.1. De la calumnia;Mujer;Andalucía;3
11.1. De la calumnia;Mujer;Aragón;0
11.1. De la calumnia;Mujer;Asturias (Principado de);1
11.1. De la calumnia;Mujer;Balears (Illes);0
11.1. De la calumnia;Mujer;Canarias;1
11.1. De la calumnia;Mujer;Cantabria;0
11.1. De la calumnia;Mujer;Castilla y León;0
11.1. De la calumnia;Mujer;Castilla-La Mancha;0
11.1. De la calumnia;Mujer;Cataluña;1
11.1. De la calumnia;Mujer;Comunitat Valenciana;1
11.1. De la calumnia;Mujer;Extremadura;0
11.1. De la calumnia;Mujer;Galicia;1
11.1. De la calumnia;Mujer;Madrid (Comunidad de)(1);0
11.1. De la calumnia;Mujer;Murcia (Región de);0
11.1. De la calumnia;Mujer;Navarra (Comunidad Foral de);0
11.1. De la calumnia;Mujer;País Vasco;0
11.1. De la calumnia;Mujer;Rioja (La);0
11.1. De la calumnia;Mujer;Ceuta;0
11.1. De la calumnia;Mujer;Melilla;0
11.2. De la injuria;Total;Total;133
11.2. De la injuria;Total;Andalucía;51
11.2. De la injuria;Total;Aragón;3
11.2. De la injuria;Total;Asturias (Principado de);6
11.2. De la injuria;Total;Balears (Illes);1
11.2. De la injuria;Total;Canarias;1
11.2. De la injuria;Total;Cantabria;2
11.2. De la injuria;Total;Castilla y León;7
11.2. De la injuria;Total;Castilla-La Mancha;4
11.2. De la injuria;Total;Cataluña;21
11.2. De la injuria;Total;Comunitat Valenciana;14
11.2. De la injuria;Total;Extremadura;2
11.2. De la injuria;Total;Galicia;5
11.2. De la injuria;Total;Madrid (Comunidad de)(1);8
11.2. De la injuria;Total;Murcia (Región de);1
11.2. De la injuria;Total;Navarra (Comunidad Foral de);7
11.2. De la injuria;Total;País Vasco;0
11.2. De la injuria;Total;Rioja (La);0
11.2. De la injuria;Total;Ceuta;0
11.2. De la injuria;Total;Melilla;0
11.2. De la injuria;Varón;Total;111
11.2. De la injuria;Varón;Andalucía;48
11.2. De la injuria;Varón;Aragón;2
11.2. De la injuria;Varón;Asturias (Principado de);5
11.2. De la injuria;Varón;Balears (Illes);1
11.2. De la injuria;Varón;Canarias;1
11.2. De la injuria;Varón;Cantabria;2
11.2. De la injuria;Varón;Castilla y León;6
11.2. De la injuria;Varón;Castilla-La Mancha;4
11.2. De la injuria;Varón;Cataluña;12
11.2. De la injuria;Varón;Comunitat Valenciana;11
11.2. De la injuria;Varón;Extremadura;2
11.2. De la injuria;Varón;Galicia;4
11.2. De la injuria;Varón;Madrid (Comunidad de)(1);7
11.2. De la injuria;Varón;Murcia (Región de);1
11.2. De la injuria;Varón;Navarra (Comunidad Foral de);5
11.2. De la injuria;Varón;País Vasco;0
11.2. De la injuria;Varón;Rioja (La);0
11.2. De la injuria;Varón;Ceuta;0
11.2. De la injuria;Varón;Melilla;0
11.2. De la injuria;Mujer;Total;22
11.2. De la injuria;Mujer;Andalucía;3
11.2. De la injuria;Mujer;Aragón;1
11.2. De la injuria;Mujer;Asturias (Principado de);1
11.2. De la injuria;Mujer;Balears (Illes);0
11.2. De la injuria;Mujer;Canarias;0
11.2. De la injuria;Mujer;Cantabria;0
11.2. De la injuria;Mujer;Castilla y León;1
11.2. De la injuria;Mujer;Castilla-La Mancha;0
11.2. De la injuria;Mujer;Cataluña;9
11.2. De la injuria;Mujer;Comunitat Valenciana;3
11.2. De la injuria;Mujer;Extremadura;0
11.2. De la injuria;Mujer;Galicia;1
11.2. De la injuria;Mujer;Madrid (Comunidad de)(1);1
11.2. De la injuria;Mujer;Murcia (Región de);0
11.2. De la injuria;Mujer;Navarra (Comunidad Foral de);2
11.2. De la injuria;Mujer;País Vasco;0
11.2. De la injuria;Mujer;Rioja (La);0
11.2. De la injuria;Mujer;Ceuta;0
11.2. De la injuria;Mujer;Melilla;0
12. Contra las relaciones familiares;Total;Total;3.626
12. Contra las relaciones familiares;Total;Andalucía;833
12. Contra las relaciones familiares;Total;Aragón;128
12. Contra las relaciones familiares;Total;Asturias (Principado de);85
12. Contra las relaciones familiares;Total;Balears (Illes);107
12. Contra las relaciones familiares;Total;Canarias;364
12. Contra las relaciones familiares;Total;Cantabria;47
12. Contra las relaciones familiares;Total;Castilla y León;117
12. Contra las relaciones familiares;Total;Castilla-La Mancha;136
12. Contra las relaciones familiares;Total;Cataluña;432
12. Contra las relaciones familiares;Total;Comunitat Valenciana;418
12. Contra las relaciones familiares;Total;Extremadura;67
12. Contra las relaciones familiares;Total;Galicia;259
12. Contra las relaciones familiares;Total;Madrid (Comunidad de)(1);267
12. Contra las relaciones familiares;Total;Murcia (Región de);137
12. Contra las relaciones familiares;Total;Navarra (Comunidad Foral de);41
12. Contra las relaciones familiares;Total;País Vasco;163
12. Contra las relaciones familiares;Total;Rioja (La);15
12. Contra las relaciones familiares;Total;Ceuta;7
12. Contra las relaciones familiares;Total;Melilla;3
12. Contra las relaciones familiares;Varón;Total;3.408
12. Contra las relaciones familiares;Varón;Andalucía;792
12. Contra las relaciones familiares;Varón;Aragón;107
12. Contra las relaciones familiares;Varón;Asturias (Principado de);84
12. Contra las relaciones familiares;Varón;Balears (Illes);99
12. Contra las relaciones familiares;Varón;Canarias;349
12. Contra las relaciones familiares;Varón;Cantabria;45
12. Contra las relaciones familiares;Varón;Castilla y León;99
12. Contra las relaciones familiares;Varón;Castilla-La Mancha;131
12. Contra las relaciones familiares;Varón;Cataluña;412
12. Contra las relaciones familiares;Varón;Comunitat Valenciana;376
12. Contra las relaciones familiares;Varón;Extremadura;65
12. Contra las relaciones familiares;Varón;Galicia;253
12. Contra las relaciones familiares;Varón;Madrid (Comunidad de)(1);254
12. Contra las relaciones familiares;Varón;Murcia (Región de);132
12. Contra las relaciones familiares;Varón;Navarra (Comunidad Foral de);40
12. Contra las relaciones familiares;Varón;País Vasco;145
12. Contra las relaciones familiares;Varón;Rioja (La);15
12. Contra las relaciones familiares;Varón;Ceuta;7
12. Contra las relaciones familiares;Varón;Melilla;3
12. Contra las relaciones familiares;Mujer;Total;218
12. Contra las relaciones familiares;Mujer;Andalucía;41
12. Contra las relaciones familiares;Mujer;Aragón;21
12. Contra las relaciones familiares;Mujer;Asturias (Principado de);1
12. Contra las relaciones familiares;Mujer;Balears (Illes);8
12. Contra las relaciones familiares;Mujer;Canarias;15
12. Contra las relaciones familiares;Mujer;Cantabria;2
12. Contra las relaciones familiares;Mujer;Castilla y León;18
12. Contra las relaciones familiares;Mujer;Castilla-La Mancha;5
12. Contra las relaciones familiares;Mujer;Cataluña;20
12. Contra las relaciones familiares;Mujer;Comunitat Valenciana;42
12. Contra las relaciones familiares;Mujer;Extremadura;2
12. Contra las relaciones familiares;Mujer;Galicia;6
12. Contra las relaciones familiares;Mujer;Madrid (Comunidad de)(1);13
12. Contra las relaciones familiares;Mujer;Murcia (Región de);5
12. Contra las relaciones familiares;Mujer;Navarra (Comunidad Foral de);1
12. Contra las relaciones familiares;Mujer;País Vasco;18
12. Contra las relaciones familiares;Mujer;Rioja (La);0
12. Contra las relaciones familiares;Mujer;Ceuta;0
12. Contra las relaciones familiares;Mujer;Melilla;0
12.1. Matrimonios ilegales;Total;Total;1
12.1. Matrimonios ilegales;Total;Andalucía;0
12.1. Matrimonios ilegales;Total;Aragón;0
12.1. Matrimonios ilegales;Total;Asturias (Principado de);0
12.1. Matrimonios ilegales;Total;Balears (Illes);0
12.1. Matrimonios ilegales;Total;Canarias;0
12.1. Matrimonios ilegales;Total;Cantabria;0
12.1. Matrimonios ilegales;Total;Castilla y León;0
12.1. Matrimonios ilegales;Total;Castilla-La Mancha;0
12.1. Matrimonios ilegales;Total;Cataluña;0
12.1. Matrimonios ilegales;Total;Comunitat Valenciana;1
12.1. Matrimonios ilegales;Total;Extremadura;0
12.1. Matrimonios ilegales;Total;Galicia;0
12.1. Matrimonios ilegales;Total;Madrid (Comunidad de)(1);0
12.1. Matrimonios ilegales;Total;Murcia (Región de);0
12.1. Matrimonios ilegales;Total;Navarra (Comunidad Foral de);0
12.1. Matrimonios ilegales;Total;País Vasco;0
12.1. Matrimonios ilegales;Total;Rioja (La);0
12.1. Matrimonios ilegales;Total;Ceuta;0
12.1. Matrimonios ilegales;Total;Melilla;0
12.1. Matrimonios ilegales;Varón;Total;0
12.1. Matrimonios ilegales;Varón;Andalucía;0
12.1. Matrimonios ilegales;Varón;Aragón;0
12.1. Matrimonios ilegales;Varón;Asturias (Principado de);0
12.1. Matrimonios ilegales;Varón;Balears (Illes);0
12.1. Matrimonios ilegales;Varón;Canarias;0
12.1. Matrimonios ilegales;Varón;Cantabria;0
12.1. Matrimonios ilegales;Varón;Castilla y León;0
12.1. Matrimonios ilegales;Varón;Castilla-La Mancha;0
12.1. Matrimonios ilegales;Varón;Cataluña;0
12.1. Matrimonios ilegales;Varón;Comunitat Valenciana;0
12.1. Matrimonios ilegales;Varón;Extremadura;0
12.1. Matrimonios ilegales;Varón;Galicia;0
12.1. Matrimonios ilegales;Varón;Madrid (Comunidad de)(1);0
12.1. Matrimonios ilegales;Varón;Murcia (Región de);0
12.1. Matrimonios ilegales;Varón;Navarra (Comunidad Foral de);0
12.1. Matrimonios ilegales;Varón;País Vasco;0
12.1. Matrimonios ilegales;Varón;Rioja (La);0
12.1. Matrimonios ilegales;Varón;Ceuta;0
12.1. Matrimonios ilegales;Varón;Melilla;0
12.1. Matrimonios ilegales;Mujer;Total;1
12.1. Matrimonios ilegales;Mujer;Andalucía;0
12.1. Matrimonios ilegales;Mujer;Aragón;0
12.1. Matrimonios ilegales;Mujer;Asturias (Principado de);0
12.1. Matrimonios ilegales;Mujer;Balears (Illes);0
12.1. Matrimonios ilegales;Mujer;Canarias;0
12.1. Matrimonios ilegales;Mujer;Cantabria;0
12.1. Matrimonios ilegales;Mujer;Castilla y León;0
12.1. Matrimonios ilegales;Mujer;Castilla-La Mancha;0
12.1. Matrimonios ilegales;Mujer;Cataluña;0
12.1. Matrimonios ilegales;Mujer;Comunitat Valenciana;1
12.1. Matrimonios ilegales;Mujer;Extremadura;0
12.1. Matrimonios ilegales;Mujer;Galicia;0
12.1. Matrimonios ilegales;Mujer;Madrid (Comunidad de)(1);0
12.1. Matrimonios ilegales;Mujer;Murcia (Región de);0
12.1. Matrimonios ilegales;Mujer;Navarra (Comunidad Foral de);0
12.1. Matrimonios ilegales;Mujer;País Vasco;0
12.1. Matrimonios ilegales;Mujer;Rioja (La);0
12.1. Matrimonios ilegales;Mujer;Ceuta;0
12.1. Matrimonios ilegales;Mujer;Melilla;0
12.2. Suposición de parto y alteración de la paternidad;Total;Total;24
12.2. Suposición de parto y alteración de la paternidad;Total;Andalucía;3
12.2. Suposición de parto y alteración de la paternidad;Total;Aragón;0
12.2. Suposición de parto y alteración de la paternidad;Total;Asturias (Principado de);0
12.2. Suposición de parto y alteración de la paternidad;Total;Balears (Illes);0
12.2. Suposición de parto y alteración de la paternidad;Total;Canarias;0
12.2. Suposición de parto y alteración de la paternidad;Total;Cantabria;0
12.2. Suposición de parto y alteración de la paternidad;Total;Castilla y León;2
12.2. Suposición de parto y alteración de la paternidad;Total;Castilla-La Mancha;0
12.2. Suposición de parto y alteración de la paternidad;Total;Cataluña;1
12.2. Suposición de parto y alteración de la paternidad;Total;Comunitat Valenciana;3
12.2. Suposición de parto y alteración de la paternidad;Total;Extremadura;0
12.2. Suposición de parto y alteración de la paternidad;Total;Galicia;0
12.2. Suposición de parto y alteración de la paternidad;Total;Madrid (Comunidad de)(1);1
12.2. Suposición de parto y alteración de la paternidad;Total;Murcia (Región de);0
12.2. Suposición de parto y alteración de la paternidad;Total;Navarra (Comunidad Foral de);0
12.2. Suposición de parto y alteración de la paternidad;Total;País Vasco;14
12.2. Suposición de parto y alteración de la paternidad;Total;Rioja (La);0
12.2. Suposición de parto y alteración de la paternidad;Total;Ceuta;0
12.2. Suposición de parto y alteración de la paternidad;Total;Melilla;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Total;9
12.2. Suposición de parto y alteración de la paternidad;Varón;Andalucía;1
12.2. Suposición de parto y alteración de la paternidad;Varón;Aragón;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Asturias (Principado de);0
12.2. Suposición de parto y alteración de la paternidad;Varón;Balears (Illes);0
12.2. Suposición de parto y alteración de la paternidad;Varón;Canarias;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Cantabria;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Castilla y León;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Castilla-La Mancha;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Cataluña;1
12.2. Suposición de parto y alteración de la paternidad;Varón;Comunitat Valenciana;1
12.2. Suposición de parto y alteración de la paternidad;Varón;Extremadura;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Galicia;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Madrid (Comunidad de)(1);0
12.2. Suposición de parto y alteración de la paternidad;Varón;Murcia (Región de);0
12.2. Suposición de parto y alteración de la paternidad;Varón;Navarra (Comunidad Foral de);0
12.2. Suposición de parto y alteración de la paternidad;Varón;País Vasco;6
12.2. Suposición de parto y alteración de la paternidad;Varón;Rioja (La);0
12.2. Suposición de parto y alteración de la paternidad;Varón;Ceuta;0
12.2. Suposición de parto y alteración de la paternidad;Varón;Melilla;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Total;15
12.2. Suposición de parto y alteración de la paternidad;Mujer;Andalucía;2
12.2. Suposición de parto y alteración de la paternidad;Mujer;Aragón;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Asturias (Principado de);0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Balears (Illes);0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Canarias;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Cantabria;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Castilla y León;2
12.2. Suposición de parto y alteración de la paternidad;Mujer;Castilla-La Mancha;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Cataluña;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Comunitat Valenciana;2
12.2. Suposición de parto y alteración de la paternidad;Mujer;Extremadura;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Galicia;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Madrid (Comunidad de)(1);1
12.2. Suposición de parto y alteración de la paternidad;Mujer;Murcia (Región de);0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Navarra (Comunidad Foral de);0
12.2. Suposición de parto y alteración de la paternidad;Mujer;País Vasco;8
12.2. Suposición de parto y alteración de la paternidad;Mujer;Rioja (La);0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Ceuta;0
12.2. Suposición de parto y alteración de la paternidad;Mujer;Melilla;0
12.3. Contra los derechos y deberes familiares;Total;Total;3.601
12.3. Contra los derechos y deberes familiares;Total;Andalucía;830
12.3. Contra los derechos y deberes familiares;Total;Aragón;128
12.3. Contra los derechos y deberes familiares;Total;Asturias (Principado de);85
12.3. Contra los derechos y deberes familiares;Total;Balears (Illes);107
12.3. Contra los derechos y deberes familiares;Total;Canarias;364
12.3. Contra los derechos y deberes familiares;Total;Cantabria;47
12.3. Contra los derechos y deberes familiares;Total;Castilla y León;115
12.3. Contra los derechos y deberes familiares;Total;Castilla-La Mancha;136
12.3. Contra los derechos y deberes familiares;Total;Cataluña;431
12.3. Contra los derechos y deberes familiares;Total;Comunitat Valenciana;414
12.3. Contra los derechos y deberes familiares;Total;Extremadura;67
12.3. Contra los derechos y deberes familiares;Total;Galicia;259
12.3. Contra los derechos y deberes familiares;Total;Madrid (Comunidad de)(1);266
12.3. Contra los derechos y deberes familiares;Total;Murcia (Región de);137
12.3. Contra los derechos y deberes familiares;Total;Navarra (Comunidad Foral de);41
12.3. Contra los derechos y deberes familiares;Total;País Vasco;149
12.3. Contra los derechos y deberes familiares;Total;Rioja (La);15
12.3. Contra los derechos y deberes familiares;Total;Ceuta;7
12.3. Contra los derechos y deberes familiares;Total;Melilla;3
12.3. Contra los derechos y deberes familiares;Varón;Total;3.399
12.3. Contra los derechos y deberes familiares;Varón;Andalucía;791
12.3. Contra los derechos y deberes familiares;Varón;Aragón;107
12.3. Contra los derechos y deberes familiares;Varón;Asturias (Principado de);84
12.3. Contra los derechos y deberes familiares;Varón;Balears (Illes);99
12.3. Contra los derechos y deberes familiares;Varón;Canarias;349
12.3. Contra los derechos y deberes familiares;Varón;Cantabria;45
12.3. Contra los derechos y deberes familiares;Varón;Castilla y León;99
12.3. Contra los derechos y deberes familiares;Varón;Castilla-La Mancha;131
12.3. Contra los derechos y deberes familiares;Varón;Cataluña;411
12.3. Contra los derechos y deberes familiares;Varón;Comunitat Valenciana;375
12.3. Contra los derechos y deberes familiares;Varón;Extremadura;65
12.3. Contra los derechos y deberes familiares;Varón;Galicia;253
12.3. Contra los derechos y deberes familiares;Varón;Madrid (Comunidad de)(1);254
12.3. Contra los derechos y deberes familiares;Varón;Murcia (Región de);132
12.3. Contra los derechos y deberes familiares;Varón;Navarra (Comunidad Foral de);40
12.3. Contra los derechos y deberes familiares;Varón;País Vasco;139
12.3. Contra los derechos y deberes familiares;Varón;Rioja (La);15
12.3. Contra los derechos y deberes familiares;Varón;Ceuta;7
12.3. Contra los derechos y deberes familiares;Varón;Melilla;3
12.3. Contra los derechos y deberes familiares;Mujer;Total;202
12.3. Contra los derechos y deberes familiares;Mujer;Andalucía;39
12.3. Contra los derechos y deberes familiares;Mujer;Aragón;21
12.3. Contra los derechos y deberes familiares;Mujer;Asturias (Principado de);1
12.3. Contra los derechos y deberes familiares;Mujer;Balears (Illes);8
12.3. Contra los derechos y deberes familiares;Mujer;Canarias;15
12.3. Contra los derechos y deberes familiares;Mujer;Cantabria;2
12.3. Contra los derechos y deberes familiares;Mujer;Castilla y León;16
12.3. Contra los derechos y deberes familiares;Mujer;Castilla-La Mancha;5
12.3. Contra los derechos y deberes familiares;Mujer;Cataluña;20
12.3. Contra los derechos y deberes familiares;Mujer;Comunitat Valenciana;39
12.3. Contra los derechos y deberes familiares;Mujer;Extremadura;2
12.3. Contra los derechos y deberes familiares;Mujer;Galicia;6
12.3. Contra los derechos y deberes familiares;Mujer;Madrid (Comunidad de)(1);12
12.3. Contra los derechos y deberes familiares;Mujer;Murcia (Región de);5
12.3. Contra los derechos y deberes familiares;Mujer;Navarra (Comunidad Foral de);1
12.3. Contra los derechos y deberes familiares;Mujer;País Vasco;10
12.3. Contra los derechos y deberes familiares;Mujer;Rioja (La);0
12.3. Contra los derechos y deberes familiares;Mujer;Ceuta;0
12.3. Contra los derechos y deberes familiares;Mujer;Melilla;0
13. Contra el patrimonio y orden socioeconómico;Total;Total;50.726
13. Contra el patrimonio y orden socioeconómico;Total;Andalucía;12.113
13. Contra el patrimonio y orden socioeconómico;Total;Aragón;1.369
13. Contra el patrimonio y orden socioeconómico;Total;Asturias (Principado de);817
13. Contra el patrimonio y orden socioeconómico;Total;Balears (Illes);1.648
13. Contra el patrimonio y orden socioeconómico;Total;Canarias;2.720
13. Contra el patrimonio y orden socioeconómico;Total;Cantabria;685
13. Contra el patrimonio y orden socioeconómico;Total;Castilla y León;1.515
13. Contra el patrimonio y orden socioeconómico;Total;Castilla-La Mancha;1.183
13. Contra el patrimonio y orden socioeconómico;Total;Cataluña;7.905
13. Contra el patrimonio y orden socioeconómico;Total;Comunitat Valenciana;6.516
13. Contra el patrimonio y orden socioeconómico;Total;Extremadura;869
13. Contra el patrimonio y orden socioeconómico;Total;Galicia;2.392
13. Contra el patrimonio y orden socioeconómico;Total;Madrid (Comunidad de)(1);6.137
13. Contra el patrimonio y orden socioeconómico;Total;Murcia (Región de);1.728
13. Contra el patrimonio y orden socioeconómico;Total;Navarra (Comunidad Foral de);423
13. Contra el patrimonio y orden socioeconómico;Total;País Vasco;1.912
13. Contra el patrimonio y orden socioeconómico;Total;Rioja (La);366
13. Contra el patrimonio y orden socioeconómico;Total;Ceuta;247
13. Contra el patrimonio y orden socioeconómico;Total;Melilla;181
13. Contra el patrimonio y orden socioeconómico;Varón;Total;44.531
13. Contra el patrimonio y orden socioeconómico;Varón;Andalucía;10.865
13. Contra el patrimonio y orden socioeconómico;Varón;Aragón;1.183
13. Contra el patrimonio y orden socioeconómico;Varón;Asturias (Principado de);689
13. Contra el patrimonio y orden socioeconómico;Varón;Balears (Illes);1.458
13. Contra el patrimonio y orden socioeconómico;Varón;Canarias;2.472
13. Contra el patrimonio y orden socioeconómico;Varón;Cantabria;583
13. Contra el patrimonio y orden socioeconómico;Varón;Castilla y León;1.341
13. Contra el patrimonio y orden socioeconómico;Varón;Castilla-La Mancha;1.076
13. Contra el patrimonio y orden socioeconómico;Varón;Cataluña;6.799
13. Contra el patrimonio y orden socioeconómico;Varón;Comunitat Valenciana;5.699
13. Contra el patrimonio y orden socioeconómico;Varón;Extremadura;765
13. Contra el patrimonio y orden socioeconómico;Varón;Galicia;2.123
13. Contra el patrimonio y orden socioeconómico;Varón;Madrid (Comunidad de)(1);5.236
13. Contra el patrimonio y orden socioeconómico;Varón;Murcia (Región de);1.513
13. Contra el patrimonio y orden socioeconómico;Varón;Navarra (Comunidad Foral de);361
13. Contra el patrimonio y orden socioeconómico;Varón;País Vasco;1.641
13. Contra el patrimonio y orden socioeconómico;Varón;Rioja (La);324
13. Contra el patrimonio y orden socioeconómico;Varón;Ceuta;236
13. Contra el patrimonio y orden socioeconómico;Varón;Melilla;167
13. Contra el patrimonio y orden socioeconómico;Mujer;Total;6.195
13. Contra el patrimonio y orden socioeconómico;Mujer;Andalucía;1.248
13. Contra el patrimonio y orden socioeconómico;Mujer;Aragón;186
13. Contra el patrimonio y orden socioeconómico;Mujer;Asturias (Principado de);128
13. Contra el patrimonio y orden socioeconómico;Mujer;Balears (Illes);190
13. Contra el patrimonio y orden socioeconómico;Mujer;Canarias;248
13. Contra el patrimonio y orden socioeconómico;Mujer;Cantabria;102
13. Contra el patrimonio y orden socioeconómico;Mujer;Castilla y León;174
13. Contra el patrimonio y orden socioeconómico;Mujer;Castilla-La Mancha;107
13. Contra el patrimonio y orden socioeconómico;Mujer;Cataluña;1.106
13. Contra el patrimonio y orden socioeconómico;Mujer;Comunitat Valenciana;817
13. Contra el patrimonio y orden socioeconómico;Mujer;Extremadura;104
13. Contra el patrimonio y orden socioeconómico;Mujer;Galicia;269
13. Contra el patrimonio y orden socioeconómico;Mujer;Madrid (Comunidad de)(1);901
13. Contra el patrimonio y orden socioeconómico;Mujer;Murcia (Región de);215
13. Contra el patrimonio y orden socioeconómico;Mujer;Navarra (Comunidad Foral de);62
13. Contra el patrimonio y orden socioeconómico;Mujer;País Vasco;271
