Tipo de delito;Sexo del infractor;Lugar de condena;Total
1. Del homicidio y sus formas;Varón;Comunitat Valenciana;116
1. Del homicidio y sus formas;Varón;Extremadura;21
1. Del homicidio y sus formas;Varón;Galicia;67
1. Del homicidio y sus formas;Varón;Madrid (Comunidad de)(1);171
1. Del homicidio y sus formas;Varón;Murcia (Región de);44
1. Del homicidio y sus formas;Varón;Navarra (Comunidad Foral de);10
1. Del homicidio y sus formas;Varón;País Vasco;44
1. Del homicidio y sus formas;Varón;Rioja (La);14
1. Del homicidio y sus formas;Varón;Ceuta;6
1. Del homicidio y sus formas;Varón;Melilla;9
1. Del homicidio y sus formas;Mujer;Total;73
1. Del homicidio y sus formas;Mujer;Andalucía;13
1. Del homicidio y sus formas;Mujer;Aragón;3
1. Del homicidio y sus formas;Mujer;Asturias (Principado de);3
1. Del homicidio y sus formas;Mujer;Balears (Illes);1
1. Del homicidio y sus formas;Mujer;Canarias;2
1. Del homicidio y sus formas;Mujer;Cantabria;0
1. Del homicidio y sus formas;Mujer;Castilla y León;1
1. Del homicidio y sus formas;Mujer;Castilla-La Mancha;5
1. Del homicidio y sus formas;Mujer;Cataluña;9
1. Del homicidio y sus formas;Mujer;Comunitat Valenciana;15
1. Del homicidio y sus formas;Mujer;Extremadura;2
1. Del homicidio y sus formas;Mujer;Galicia;5
1. Del homicidio y sus formas;Mujer;Madrid (Comunidad de)(1);12
1. Del homicidio y sus formas;Mujer;Murcia (Región de);1
1. Del homicidio y sus formas;Mujer;Navarra (Comunidad Foral de);0
1. Del homicidio y sus formas;Mujer;País Vasco;1
1. Del homicidio y sus formas;Mujer;Rioja (La);0
1. Del homicidio y sus formas;Mujer;Ceuta;0
1. Del homicidio y sus formas;Mujer;Melilla;0
1. Del homicidio y sus formas;Total;Total;1.245
1. Del homicidio y sus formas;Total;Andalucía;230
1. Del homicidio y sus formas;Total;Aragón;35
1. Del homicidio y sus formas;Total;Asturias (Principado de);22
1. Del homicidio y sus formas;Total;Balears (Illes);26
1. Del homicidio y sus formas;Total;Canarias;81
1. Del homicidio y sus formas;Total;Cantabria;22
1. Del homicidio y sus formas;Total;Castilla y León;57
1. Del homicidio y sus formas;Total;Castilla-La Mancha;40
1. Del homicidio y sus formas;Total;Cataluña;194
1. Del homicidio y sus formas;Total;Comunitat Valenciana;131
1. Del homicidio y sus formas;Total;Extremadura;23
1. Del homicidio y sus formas;Total;Galicia;72
1. Del homicidio y sus formas;Total;Madrid (Comunidad de)(1);183
1. Del homicidio y sus formas;Total;Murcia (Región de);45
1. Del homicidio y sus formas;Total;Navarra (Comunidad Foral de);10
1. Del homicidio y sus formas;Total;País Vasco;45
1. Del homicidio y sus formas;Total;Rioja (La);14
1. Del homicidio y sus formas;Total;Ceuta;6
1. Del homicidio y sus formas;Total;Melilla;9
2. Del aborto;Varón;Total;1
2. Del aborto;Varón;Andalucía;0
2. Del aborto;Varón;Aragón;0
2. Del aborto;Varón;Asturias (Principado de);0
2. Del aborto;Varón;Balears (Illes);0
2. Del aborto;Varón;Canarias;1
2. Del aborto;Varón;Cantabria;0
2. Del aborto;Varón;Castilla y León;0
2. Del aborto;Varón;Castilla-La Mancha;0
2. Del aborto;Varón;Cataluña;0
2. Del aborto;Varón;Comunitat Valenciana;0
2. Del aborto;Varón;Extremadura;0
2. Del aborto;Varón;Galicia;0
2. Del aborto;Varón;Madrid (Comunidad de)(1);0
2. Del aborto;Varón;Murcia (Región de);0
2. Del aborto;Varón;Navarra (Comunidad Foral de);0
2. Del aborto;Varón;País Vasco;0
2. Del aborto;Varón;Rioja (La);0
2. Del aborto;Varón;Ceuta;0
2. Del aborto;Varón;Melilla;0
2. Del aborto;Mujer;Total;13
2. Del aborto;Mujer;Andalucía;5
2. Del aborto;Mujer;Aragón;0
2. Del aborto;Mujer;Asturias (Principado de);0
2. Del aborto;Mujer;Balears (Illes);0
2. Del aborto;Mujer;Canarias;0
2. Del aborto;Mujer;Cantabria;0
2. Del aborto;Mujer;Castilla y León;2
2. Del aborto;Mujer;Castilla-La Mancha;1
2. Del aborto;Mujer;Cataluña;0
2. Del aborto;Mujer;Comunitat Valenciana;0
2. Del aborto;Mujer;Extremadura;1
2. Del aborto;Mujer;Galicia;0
2. Del aborto;Mujer;Madrid (Comunidad de)(1);3
2. Del aborto;Mujer;Murcia (Región de);0
2. Del aborto;Mujer;Navarra (Comunidad Foral de);1
2. Del aborto;Mujer;País Vasco;0
2. Del aborto;Mujer;Rioja (La);0
2. Del aborto;Mujer;Ceuta;0
2. Del aborto;Mujer;Melilla;0
2. Del aborto;Total;Total;14
2. Del aborto;Total;Andalucía;5
2. Del aborto;Total;Aragón;0
2. Del aborto;Total;Asturias (Principado de);0
2. Del aborto;Total;Balears (Illes);0
2. Del aborto;Total;Canarias;1
2. Del aborto;Total;Cantabria;0
2. Del aborto;Total;Castilla y León;2
2. Del aborto;Total;Castilla-La Mancha;1
2. Del aborto;Total;Cataluña;0
2. Del aborto;Total;Comunitat Valenciana;0
2. Del aborto;Total;Extremadura;1
2. Del aborto;Total;Galicia;0
2. Del aborto;Total;Madrid (Comunidad de)(1);3
2. Del aborto;Total;Murcia (Región de);0
2. Del aborto;Total;Navarra (Comunidad Foral de);1
2. Del aborto;Total;País Vasco;0
2. Del aborto;Total;Rioja (La);0
2. Del aborto;Total;Ceuta;0
2. Del aborto;Total;Melilla;0
3. Lesiones;Varón;Total;35.967
3. Lesiones;Varón;Andalucía;7.427
3. Lesiones;Varón;Aragón;960
3. Lesiones;Varón;Asturias (Principado de);938
3. Lesiones;Varón;Balears (Illes);1.614
3. Lesiones;Varón;Canarias;1.672
3. Lesiones;Varón;Cantabria;563
3. Lesiones;Varón;Castilla y León;1.606
3. Lesiones;Varón;Castilla-La Mancha;1.392
3. Lesiones;Varón;Cataluña;4.729
3. Lesiones;Varón;Comunitat Valenciana;4.410
3. Lesiones;Varón;Extremadura;817
3. Lesiones;Varón;Galicia;2.172
3. Lesiones;Varón;Madrid (Comunidad de)(1);3.712
3. Lesiones;Varón;Murcia (Región de);1.604
3. Lesiones;Varón;Navarra (Comunidad Foral de);385
3. Lesiones;Varón;País Vasco;1.487
3. Lesiones;Varón;Rioja (La);268
3. Lesiones;Varón;Ceuta;127
3. Lesiones;Varón;Melilla;84
3. Lesiones;Mujer;Total;2.892
3. Lesiones;Mujer;Andalucía;539
3. Lesiones;Mujer;Aragón;77
3. Lesiones;Mujer;Asturias (Principado de);92
3. Lesiones;Mujer;Balears (Illes);75
3. Lesiones;Mujer;Canarias;109
3. Lesiones;Mujer;Cantabria;68
3. Lesiones;Mujer;Castilla y León;142
3. Lesiones;Mujer;Castilla-La Mancha;120
3. Lesiones;Mujer;Cataluña;378
3. Lesiones;Mujer;Comunitat Valenciana;339
3. Lesiones;Mujer;Extremadura;88
3. Lesiones;Mujer;Galicia;240
3. Lesiones;Mujer;Madrid (Comunidad de)(1);339
3. Lesiones;Mujer;Murcia (Región de);95
3. Lesiones;Mujer;Navarra (Comunidad Foral de);17
3. Lesiones;Mujer;País Vasco;125
3. Lesiones;Mujer;Rioja (La);29
3. Lesiones;Mujer;Ceuta;11
3. Lesiones;Mujer;Melilla;9
3. Lesiones;Total;Total;38.859
3. Lesiones;Total;Andalucía;7.966
3. Lesiones;Total;Aragón;1.037
3. Lesiones;Total;Asturias (Principado de);1.030
3. Lesiones;Total;Balears (Illes);1.689
3. Lesiones;Total;Canarias;1.781
3. Lesiones;Total;Cantabria;631
3. Lesiones;Total;Castilla y León;1.748
3. Lesiones;Total;Castilla-La Mancha;1.512
3. Lesiones;Total;Cataluña;5.107
3. Lesiones;Total;Comunitat Valenciana;4.749
3. Lesiones;Total;Extremadura;905
3. Lesiones;Total;Galicia;2.412
3. Lesiones;Total;Madrid (Comunidad de)(1);4.051
3. Lesiones;Total;Murcia (Región de);1.699
3. Lesiones;Total;Navarra (Comunidad Foral de);402
3. Lesiones;Total;País Vasco;1.612
3. Lesiones;Total;Rioja (La);297
3. Lesiones;Total;Ceuta;138
3. Lesiones;Total;Melilla;93
4. De las lesiones al feto;Varón;Total;67
4. De las lesiones al feto;Varón;Andalucía;8
4. De las lesiones al feto;Varón;Aragón;0
4. De las lesiones al feto;Varón;Asturias (Principado de);6
4. De las lesiones al feto;Varón;Balears (Illes);2
4. De las lesiones al feto;Varón;Canarias;4
4. De las lesiones al feto;Varón;Cantabria;1
4. De las lesiones al feto;Varón;Castilla y León;4
4. De las lesiones al feto;Varón;Castilla-La Mancha;1
4. De las lesiones al feto;Varón;Cataluña;4
4. De las lesiones al feto;Varón;Comunitat Valenciana;4
4. De las lesiones al feto;Varón;Extremadura;0
4. De las lesiones al feto;Varón;Galicia;1
4. De las lesiones al feto;Varón;Madrid (Comunidad de)(1);15
4. De las lesiones al feto;Varón;Murcia (Región de);10
4. De las lesiones al feto;Varón;Navarra (Comunidad Foral de);2
4. De las lesiones al feto;Varón;País Vasco;1
4. De las lesiones al feto;Varón;Rioja (La);2
4. De las lesiones al feto;Varón;Ceuta;2
4. De las lesiones al feto;Varón;Melilla;0
4. De las lesiones al feto;Mujer;Total;4
4. De las lesiones al feto;Mujer;Andalucía;1
4. De las lesiones al feto;Mujer;Aragón;0
4. De las lesiones al feto;Mujer;Asturias (Principado de);0
4. De las lesiones al feto;Mujer;Balears (Illes);0
4. De las lesiones al feto;Mujer;Canarias;0
4. De las lesiones al feto;Mujer;Cantabria;0
4. De las lesiones al feto;Mujer;Castilla y León;0
4. De las lesiones al feto;Mujer;Castilla-La Mancha;0
4. De las lesiones al feto;Mujer;Cataluña;1
4. De las lesiones al feto;Mujer;Comunitat Valenciana;0
4. De las lesiones al feto;Mujer;Extremadura;0
4. De las lesiones al feto;Mujer;Galicia;0
4. De las lesiones al feto;Mujer;Madrid (Comunidad de)(1);2
4. De las lesiones al feto;Mujer;Murcia (Región de);0
4. De las lesiones al feto;Mujer;Navarra (Comunidad Foral de);0
4. De las lesiones al feto;Mujer;País Vasco;0
4. De las lesiones al feto;Mujer;Rioja (La);0
4. De las lesiones al feto;Mujer;Ceuta;0
4. De las lesiones al feto;Mujer;Melilla;0
4. De las lesiones al feto;Total;Total;71
4. De las lesiones al feto;Total;Andalucía;9
4. De las lesiones al feto;Total;Aragón;0
4. De las lesiones al feto;Total;Asturias (Principado de);6
4. De las lesiones al feto;Total;Balears (Illes);2
4. De las lesiones al feto;Total;Canarias;4
4. De las lesiones al feto;Total;Cantabria;1
4. De las lesiones al feto;Total;Castilla y León;4
4. De las lesiones al feto;Total;Castilla-La Mancha;1
4. De las lesiones al feto;Total;Cataluña;5
4. De las lesiones al feto;Total;Comunitat Valenciana;4
4. De las lesiones al feto;Total;Extremadura;0
4. De las lesiones al feto;Total;Galicia;1
4. De las lesiones al feto;Total;Madrid (Comunidad de)(1);17
4. De las lesiones al feto;Total;Murcia (Región de);10
4. De las lesiones al feto;Total;Navarra (Comunidad Foral de);2
4. De las lesiones al feto;Total;País Vasco;1
4. De las lesiones al feto;Total;Rioja (La);2
4. De las lesiones al feto;Total;Ceuta;2
4. De las lesiones al feto;Total;Melilla;0
5. Relativos a la manipulación genética;Varón;Total;5
5. Relativos a la manipulación genética;Varón;Andalucía;1
5. Relativos a la manipulación genética;Varón;Aragón;0
5. Relativos a la manipulación genética;Varón;Asturias (Principado de);0
5. Relativos a la manipulación genética;Varón;Balears (Illes);0
5. Relativos a la manipulación genética;Varón;Canarias;0
5. Relativos a la manipulación genética;Varón;Cantabria;1
5. Relativos a la manipulación genética;Varón;Castilla y León;1
5. Relativos a la manipulación genética;Varón;Castilla-La Mancha;1
5. Relativos a la manipulación genética;Varón;Cataluña;0
5. Relativos a la manipulación genética;Varón;Comunitat Valenciana;0
5. Relativos a la manipulación genética;Varón;Extremadura;0
5. Relativos a la manipulación genética;Varón;Galicia;0
5. Relativos a la manipulación genética;Varón;Madrid (Comunidad de)(1);1
5. Relativos a la manipulación genética;Varón;Murcia (Región de);0
5. Relativos a la manipulación genética;Varón;Navarra (Comunidad Foral de);0
5. Relativos a la manipulación genética;Varón;País Vasco;0
5. Relativos a la manipulación genética;Varón;Rioja (La);0
5. Relativos a la manipulación genética;Varón;Ceuta;0
5. Relativos a la manipulación genética;Varón;Melilla;0
5. Relativos a la manipulación genética;Mujer;Total;0
5. Relativos a la manipulación genética;Mujer;Andalucía;0
5. Relativos a la manipulación genética;Mujer;Aragón;0
5. Relativos a la manipulación genética;Mujer;Asturias (Principado de);0
5. Relativos a la manipulación genética;Mujer;Balears (Illes);0
5. Relativos a la manipulación genética;Mujer;Canarias;0
5. Relativos a la manipulación genética;Mujer;Cantabria;0
5. Relativos a la manipulación genética;Mujer;Castilla y León;0
5. Relativos a la manipulación genética;Mujer;Castilla-La Mancha;0
5. Relativos a la manipulación genética;Mujer;Cataluña;0
5. Relativos a la manipulación genética;Mujer;Comunitat Valenciana;0
5. Relativos a la manipulación genética;Mujer;Extremadura;0
5. Relativos a la manipulación genética;Mujer;Galicia;0
5. Relativos a la manipulación genética;Mujer;Madrid (Comunidad de)(1);0
5. Relativos a la manipulación genética;Mujer;Murcia (Región de);0
5. Relativos a la manipulación genética;Mujer;Navarra (Comunidad Foral de);0
5. Relativos a la manipulación genética;Mujer;País Vasco;0
5. Relativos a la manipulación genética;Mujer;Rioja (La);0
5. Relativos a la manipulación genética;Mujer;Ceuta;0
5. Relativos a la manipulación genética;Mujer;Melilla;0
5. Relativos a la manipulación genética;Total;Total;5
5. Relativos a la manipulación genética;Total;Andalucía;1
5. Relativos a la manipulación genética;Total;Aragón;0
5. Relativos a la manipulación genética;Total;Asturias (Principado de);0
5. Relativos a la manipulación genética;Total;Balears (Illes);0
5. Relativos a la manipulación genética;Total;Canarias;0
5. Relativos a la manipulación genética;Total;Cantabria;1
5. Relativos a la manipulación genética;Total;Castilla y León;1
5. Relativos a la manipulación genética;Total;Castilla-La Mancha;1
5. Relativos a la manipulación genética;Total;Cataluña;0
5. Relativos a la manipulación genética;Total;Comunitat Valenciana;0
5. Relativos a la manipulación genética;Total;Extremadura;0
5. Relativos a la manipulación genética;Total;Galicia;0
5. Relativos a la manipulación genética;Total;Madrid (Comunidad de)(1);1
5. Relativos a la manipulación genética;Total;Murcia (Región de);0
5. Relativos a la manipulación genética;Total;Navarra (Comunidad Foral de);0
5. Relativos a la manipulación genética;Total;País Vasco;0
5. Relativos a la manipulación genética;Total;Rioja (La);0
5. Relativos a la manipulación genética;Total;Ceuta;0
5. Relativos a la manipulación genética;Total;Melilla;0
6. Contra la libertad;Varón;Total;7.447
6. Contra la libertad;Varón;Andalucía;1.863
6. Contra la libertad;Varón;Aragón;208
6. Contra la libertad;Varón;Asturias (Principado de);204
6. Contra la libertad;Varón;Balears (Illes);416
6. Contra la libertad;Varón;Canarias;455
6. Contra la libertad;Varón;Cantabria;50
6. Contra la libertad;Varón;Castilla y León;258
6. Contra la libertad;Varón;Castilla-La Mancha;264
6. Contra la libertad;Varón;Cataluña;954
6. Contra la libertad;Varón;Comunitat Valenciana;827
6. Contra la libertad;Varón;Extremadura;186
6. Contra la libertad;Varón;Galicia;426
6. Contra la libertad;Varón;Madrid (Comunidad de)(1);617
6. Contra la libertad;Varón;Murcia (Región de);299
6. Contra la libertad;Varón;Navarra (Comunidad Foral de);93
6. Contra la libertad;Varón;País Vasco;231
6. Contra la libertad;Varón;Rioja (La);58
6. Contra la libertad;Varón;Ceuta;23
6. Contra la libertad;Varón;Melilla;15
6. Contra la libertad;Mujer;Total;245
6. Contra la libertad;Mujer;Andalucía;64
6. Contra la libertad;Mujer;Aragón;16
6. Contra la libertad;Mujer;Asturias (Principado de);13
6. Contra la libertad;Mujer;Balears (Illes);9
6. Contra la libertad;Mujer;Canarias;8
6. Contra la libertad;Mujer;Cantabria;6
6. Contra la libertad;Mujer;Castilla y León;4
6. Contra la libertad;Mujer;Castilla-La Mancha;6
6. Contra la libertad;Mujer;Cataluña;30
6. Contra la libertad;Mujer;Comunitat Valenciana;19
6. Contra la libertad;Mujer;Extremadura;7
6. Contra la libertad;Mujer;Galicia;12
6. Contra la libertad;Mujer;Madrid (Comunidad de)(1);24
6. Contra la libertad;Mujer;Murcia (Región de);6
6. Contra la libertad;Mujer;Navarra (Comunidad Foral de);6
6. Contra la libertad;Mujer;País Vasco;12
6. Contra la libertad;Mujer;Rioja (La);2
6. Contra la libertad;Mujer;Ceuta;1
6. Contra la libertad;Mujer;Melilla;0
6. Contra la libertad;Total;Total;7.692
6. Contra la libertad;Total;Andalucía;1.927
6. Contra la libertad;Total;Aragón;224
6. Contra la libertad;Total;Asturias (Principado de);217
6. Contra la libertad;Total;Balears (Illes);425
6. Contra la libertad;Total;Canarias;463
6. Contra la libertad;Total;Cantabria;56
6. Contra la libertad;Total;Castilla y León;262
6. Contra la libertad;Total;Castilla-La Mancha;270
6. Contra la libertad;Total;Cataluña;984
6. Contra la libertad;Total;Comunitat Valenciana;846
6. Contra la libertad;Total;Extremadura;193
6. Contra la libertad;Total;Galicia;438
6. Contra la libertad;Total;Madrid (Comunidad de)(1);641
6. Contra la libertad;Total;Murcia (Región de);305
6. Contra la libertad;Total;Navarra (Comunidad Foral de);99
6. Contra la libertad;Total;País Vasco;243
6. Contra la libertad;Total;Rioja (La);60
6. Contra la libertad;Total;Ceuta;24
6. Contra la libertad;Total;Melilla;15
7. Torturas e integridad moral;Varón;Total;1.284
7. Torturas e integridad moral;Varón;Andalucía;423
7. Torturas e integridad moral;Varón;Aragón;13
7. Torturas e integridad moral;Varón;Asturias (Principado de);34
7. Torturas e integridad moral;Varón;Balears (Illes);26
7. Torturas e integridad moral;Varón;Canarias;21
7. Torturas e integridad moral;Varón;Cantabria;95
7. Torturas e integridad moral;Varón;Castilla y León;56
7. Torturas e integridad moral;Varón;Castilla-La Mancha;49
7. Torturas e integridad moral;Varón;Cataluña;110
7. Torturas e integridad moral;Varón;Comunitat Valenciana;105
7. Torturas e integridad moral;Varón;Extremadura;57
7. Torturas e integridad moral;Varón;Galicia;96
7. Torturas e integridad moral;Varón;Madrid (Comunidad de)(1);44
7. Torturas e integridad moral;Varón;Murcia (Región de);69
7. Torturas e integridad moral;Varón;Navarra (Comunidad Foral de);14
7. Torturas e integridad moral;Varón;País Vasco;54
7. Torturas e integridad moral;Varón;Rioja (La);16
7. Torturas e integridad moral;Varón;Ceuta;1
7. Torturas e integridad moral;Varón;Melilla;1
7. Torturas e integridad moral;Mujer;Total;119
7. Torturas e integridad moral;Mujer;Andalucía;29
7. Torturas e integridad moral;Mujer;Aragón;5
7. Torturas e integridad moral;Mujer;Asturias (Principado de);4
7. Torturas e integridad moral;Mujer;Balears (Illes);1
7. Torturas e integridad moral;Mujer;Canarias;2
7. Torturas e integridad moral;Mujer;Cantabria;6
7. Torturas e integridad moral;Mujer;Castilla y León;2
7. Torturas e integridad moral;Mujer;Castilla-La Mancha;3
7. Torturas e integridad moral;Mujer;Cataluña;9
7. Torturas e integridad moral;Mujer;Comunitat Valenciana;9
7. Torturas e integridad moral;Mujer;Extremadura;7
7. Torturas e integridad moral;Mujer;Galicia;12
7. Torturas e integridad moral;Mujer;Madrid (Comunidad de)(1);7
7. Torturas e integridad moral;Mujer;Murcia (Región de);9
7. Torturas e integridad moral;Mujer;Navarra (Comunidad Foral de);1
7. Torturas e integridad moral;Mujer;País Vasco;12
7. Torturas e integridad moral;Mujer;Rioja (La);1
7. Torturas e integridad moral;Mujer;Ceuta;0
7. Torturas e integridad moral;Mujer;Melilla;0
7. Torturas e integridad moral;Total;Total;1.403
7. Torturas e integridad moral;Total;Andalucía;452
7. Torturas e integridad moral;Total;Aragón;18
7. Torturas e integridad moral;Total;Asturias (Principado de);38
7. Torturas e integridad moral;Total;Balears (Illes);27
7. Torturas e integridad moral;Total;Canarias;23
7. Torturas e integridad moral;Total;Cantabria;101
7. Torturas e integridad moral;Total;Castilla y León;58
7. Torturas e integridad moral;Total;Castilla-La Mancha;52
7. Torturas e integridad moral;Total;Cataluña;119
7. Torturas e integridad moral;Total;Comunitat Valenciana;114
7. Torturas e integridad moral;Total;Extremadura;64
7. Torturas e integridad moral;Total;Galicia;108
7. Torturas e integridad moral;Total;Madrid (Comunidad de)(1);51
7. Torturas e integridad moral;Total;Murcia (Región de);78
7. Torturas e integridad moral;Total;Navarra (Comunidad Foral de);15
7. Torturas e integridad moral;Total;País Vasco;66
7. Torturas e integridad moral;Total;Rioja (La);17
7. Torturas e integridad moral;Total;Ceuta;1
7. Torturas e integridad moral;Total;Melilla;1
8. Contra la libertad e indemnidad sexuales;Varón;Total;2.153
8. Contra la libertad e indemnidad sexuales;Varón;Andalucía;419
8. Contra la libertad e indemnidad sexuales;Varón;Aragón;67
8. Contra la libertad e indemnidad sexuales;Varón;Asturias (Principado de);55
8. Contra la libertad e indemnidad sexuales;Varón;Balears (Illes);68
8. Contra la libertad e indemnidad sexuales;Varón;Canarias;141
8. Contra la libertad e indemnidad sexuales;Varón;Cantabria;32
8. Contra la libertad e indemnidad sexuales;Varón;Castilla y León;108
8. Contra la libertad e indemnidad sexuales;Varón;Castilla-La Mancha;74
8. Contra la libertad e indemnidad sexuales;Varón;Cataluña;346
8. Contra la libertad e indemnidad sexuales;Varón;Comunitat Valenciana;273
8. Contra la libertad e indemnidad sexuales;Varón;Extremadura;37
8. Contra la libertad e indemnidad sexuales;Varón;Galicia;103
8. Contra la libertad e indemnidad sexuales;Varón;Madrid (Comunidad de)(1);209
8. Contra la libertad e indemnidad sexuales;Varón;Murcia (Región de);68
8. Contra la libertad e indemnidad sexuales;Varón;Navarra (Comunidad Foral de);39
8. Contra la libertad e indemnidad sexuales;Varón;País Vasco;82
8. Contra la libertad e indemnidad sexuales;Varón;Rioja (La);18
8. Contra la libertad e indemnidad sexuales;Varón;Ceuta;11
8. Contra la libertad e indemnidad sexuales;Varón;Melilla;3
8. Contra la libertad e indemnidad sexuales;Mujer;Total;93
8. Contra la libertad e indemnidad sexuales;Mujer;Andalucía;19
8. Contra la libertad e indemnidad sexuales;Mujer;Aragón;5
8. Contra la libertad e indemnidad sexuales;Mujer;Asturias (Principado de);0
8. Contra la libertad e indemnidad sexuales;Mujer;Balears (Illes);6
8. Contra la libertad e indemnidad sexuales;Mujer;Canarias;1
8. Contra la libertad e indemnidad sexuales;Mujer;Cantabria;1
8. Contra la libertad e indemnidad sexuales;Mujer;Castilla y León;7
8. Contra la libertad e indemnidad sexuales;Mujer;Castilla-La Mancha;3
8. Contra la libertad e indemnidad sexuales;Mujer;Cataluña;16
8. Contra la libertad e indemnidad sexuales;Mujer;Comunitat Valenciana;10
8. Contra la libertad e indemnidad sexuales;Mujer;Extremadura;5
8. Contra la libertad e indemnidad sexuales;Mujer;Galicia;3
8. Contra la libertad e indemnidad sexuales;Mujer;Madrid (Comunidad de)(1);8
8. Contra la libertad e indemnidad sexuales;Mujer;Murcia (Región de);6
8. Contra la libertad e indemnidad sexuales;Mujer;Navarra (Comunidad Foral de);0
8. Contra la libertad e indemnidad sexuales;Mujer;País Vasco;1
8. Contra la libertad e indemnidad sexuales;Mujer;Rioja (La);1
8. Contra la libertad e indemnidad sexuales;Mujer;Ceuta;1
8. Contra la libertad e indemnidad sexuales;Mujer;Melilla;0
8. Contra la libertad e indemnidad sexuales;Total;Total;2.246
8. Contra la libertad e indemnidad sexuales;Total;Andalucía;438
8. Contra la libertad e indemnidad sexuales;Total;Aragón;72
8. Contra la libertad e indemnidad sexuales;Total;Asturias (Principado de);55
8. Contra la libertad e indemnidad sexuales;Total;Balears (Illes);74
8. Contra la libertad e indemnidad sexuales;Total;Canarias;142
8. Contra la libertad e indemnidad sexuales;Total;Cantabria;33
8. Contra la libertad e indemnidad sexuales;Total;Castilla y León;115
8. Contra la libertad e indemnidad sexuales;Total;Castilla-La Mancha;77
8. Contra la libertad e indemnidad sexuales;Total;Cataluña;362
8. Contra la libertad e indemnidad sexuales;Total;Comunitat Valenciana;283
8. Contra la libertad e indemnidad sexuales;Total;Extremadura;42
8. Contra la libertad e indemnidad sexuales;Total;Galicia;106
8. Contra la libertad e indemnidad sexuales;Total;Madrid (Comunidad de)(1);217
8. Contra la libertad e indemnidad sexuales;Total;Murcia (Región de);74
8. Contra la libertad e indemnidad sexuales;Total;Navarra (Comunidad Foral de);39
8. Contra la libertad e indemnidad sexuales;Total;País Vasco;83
8. Contra la libertad e indemnidad sexuales;Total;Rioja (La);19
8. Contra la libertad e indemnidad sexuales;Total;Ceuta;12
8. Contra la libertad e indemnidad sexuales;Total;Melilla;3
9. Omisión del deber de socorro;Varón;Total;72
9. Omisión del deber de socorro;Varón;Andalucía;18
9. Omisión del deber de socorro;Varón;Aragón;4
9. Omisión del deber de socorro;Varón;Asturias (Principado de);1
9. Omisión del deber de socorro;Varón;Balears (Illes);0
9. Omisión del deber de socorro;Varón;Canarias;1
9. Omisión del deber de socorro;Varón;Cantabria;0
9. Omisión del deber de socorro;Varón;Castilla y León;9
9. Omisión del deber de socorro;Varón;Castilla-La Mancha;4
