Tipo de delito;Sexo del infractor;Lugar de condena;Total
9. Omisión del deber de socorro;Varón;Cataluña;5
9. Omisión del deber de socorro;Varón;Comunitat Valenciana;10
9. Omisión del deber de socorro;Varón;Extremadura;2
9. Omisión del deber de socorro;Varón;Galicia;8
9. Omisión del deber de socorro;Varón;Madrid (Comunidad de)(1);5
9. Omisión del deber de socorro;Varón;Murcia (Región de);0
9. Omisión del deber de socorro;Varón;Navarra (Comunidad Foral de);0
9. Omisión del deber de socorro;Varón;País Vasco;3
9. Omisión del deber de socorro;Varón;Rioja (La);0
9. Omisión del deber de socorro;Varón;Ceuta;1
9. Omisión del deber de socorro;Varón;Melilla;1
9. Omisión del deber de socorro;Mujer;Total;4
9. Omisión del deber de socorro;Mujer;Andalucía;1
9. Omisión del deber de socorro;Mujer;Aragón;0
9. Omisión del deber de socorro;Mujer;Asturias (Principado de);0
9. Omisión del deber de socorro;Mujer;Balears (Illes);0
9. Omisión del deber de socorro;Mujer;Canarias;0
9. Omisión del deber de socorro;Mujer;Cantabria;0
9. Omisión del deber de socorro;Mujer;Castilla y León;0
9. Omisión del deber de socorro;Mujer;Castilla-La Mancha;1
9. Omisión del deber de socorro;Mujer;Cataluña;0
9. Omisión del deber de socorro;Mujer;Comunitat Valenciana;0
9. Omisión del deber de socorro;Mujer;Extremadura;0
9. Omisión del deber de socorro;Mujer;Galicia;1
9. Omisión del deber de socorro;Mujer;Madrid (Comunidad de)(1);1
9. Omisión del deber de socorro;Mujer;Murcia (Región de);0
9. Omisión del deber de socorro;Mujer;Navarra (Comunidad Foral de);0
9. Omisión del deber de socorro;Mujer;País Vasco;0
9. Omisión del deber de socorro;Mujer;Rioja (La);0
9. Omisión del deber de socorro;Mujer;Ceuta;0
9. Omisión del deber de socorro;Mujer;Melilla;0
9. Omisión del deber de socorro;Total;Total;76
9. Omisión del deber de socorro;Total;Andalucía;19
9. Omisión del deber de socorro;Total;Aragón;4
9. Omisión del deber de socorro;Total;Asturias (Principado de);1
9. Omisión del deber de socorro;Total;Balears (Illes);0
9. Omisión del deber de socorro;Total;Canarias;1
9. Omisión del deber de socorro;Total;Cantabria;0
9. Omisión del deber de socorro;Total;Castilla y León;9
9. Omisión del deber de socorro;Total;Castilla-La Mancha;5
9. Omisión del deber de socorro;Total;Cataluña;5
9. Omisión del deber de socorro;Total;Comunitat Valenciana;10
9. Omisión del deber de socorro;Total;Extremadura;2
9. Omisión del deber de socorro;Total;Galicia;9
9. Omisión del deber de socorro;Total;Madrid (Comunidad de)(1);6
9. Omisión del deber de socorro;Total;Murcia (Región de);0
9. Omisión del deber de socorro;Total;Navarra (Comunidad Foral de);0
9. Omisión del deber de socorro;Total;País Vasco;3
9. Omisión del deber de socorro;Total;Rioja (La);0
9. Omisión del deber de socorro;Total;Ceuta;1
9. Omisión del deber de socorro;Total;Melilla;1
10. Contra la intimidad, derecho a la propia imagen;Varón;Total;329
10. Contra la intimidad, derecho a la propia imagen;Varón;Andalucía;78
10. Contra la intimidad, derecho a la propia imagen;Varón;Aragón;4
10. Contra la intimidad, derecho a la propia imagen;Varón;Asturias (Principado de);5
10. Contra la intimidad, derecho a la propia imagen;Varón;Balears (Illes);20
10. Contra la intimidad, derecho a la propia imagen;Varón;Canarias;16
10. Contra la intimidad, derecho a la propia imagen;Varón;Cantabria;2
10. Contra la intimidad, derecho a la propia imagen;Varón;Castilla y León;15
10. Contra la intimidad, derecho a la propia imagen;Varón;Castilla-La Mancha;14
10. Contra la intimidad, derecho a la propia imagen;Varón;Cataluña;59
10. Contra la intimidad, derecho a la propia imagen;Varón;Comunitat Valenciana;32
10. Contra la intimidad, derecho a la propia imagen;Varón;Extremadura;5
10. Contra la intimidad, derecho a la propia imagen;Varón;Galicia;24
10. Contra la intimidad, derecho a la propia imagen;Varón;Madrid (Comunidad de)(1);28
10. Contra la intimidad, derecho a la propia imagen;Varón;Murcia (Región de);4
10. Contra la intimidad, derecho a la propia imagen;Varón;Navarra (Comunidad Foral de);3
10. Contra la intimidad, derecho a la propia imagen;Varón;País Vasco;14
10. Contra la intimidad, derecho a la propia imagen;Varón;Rioja (La);6
10. Contra la intimidad, derecho a la propia imagen;Varón;Ceuta;0
10. Contra la intimidad, derecho a la propia imagen;Varón;Melilla;0
10. Contra la intimidad, derecho a la propia imagen;Mujer;Total;42
10. Contra la intimidad, derecho a la propia imagen;Mujer;Andalucía;5
10. Contra la intimidad, derecho a la propia imagen;Mujer;Aragón;1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Asturias (Principado de);0
10. Contra la intimidad, derecho a la propia imagen;Mujer;Balears (Illes);3
10. Contra la intimidad, derecho a la propia imagen;Mujer;Canarias;1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Cantabria;0
10. Contra la intimidad, derecho a la propia imagen;Mujer;Castilla y León;1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Castilla-La Mancha;3
10. Contra la intimidad, derecho a la propia imagen;Mujer;Cataluña;9
10. Contra la intimidad, derecho a la propia imagen;Mujer;Comunitat Valenciana;3
10. Contra la intimidad, derecho a la propia imagen;Mujer;Extremadura;1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Galicia;4
10. Contra la intimidad, derecho a la propia imagen;Mujer;Madrid (Comunidad de)(1);5
10. Contra la intimidad, derecho a la propia imagen;Mujer;Murcia (Región de);1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Navarra (Comunidad Foral de);0
10. Contra la intimidad, derecho a la propia imagen;Mujer;País Vasco;2
10. Contra la intimidad, derecho a la propia imagen;Mujer;Rioja (La);2
10. Contra la intimidad, derecho a la propia imagen;Mujer;Ceuta;1
10. Contra la intimidad, derecho a la propia imagen;Mujer;Melilla;0
10. Contra la intimidad, derecho a la propia imagen;Total;Total;371
10. Contra la intimidad, derecho a la propia imagen;Total;Andalucía;83
10. Contra la intimidad, derecho a la propia imagen;Total;Aragón;5
10. Contra la intimidad, derecho a la propia imagen;Total;Asturias (Principado de);5
10. Contra la intimidad, derecho a la propia imagen;Total;Balears (Illes);23
10. Contra la intimidad, derecho a la propia imagen;Total;Canarias;17
10. Contra la intimidad, derecho a la propia imagen;Total;Cantabria;2
10. Contra la intimidad, derecho a la propia imagen;Total;Castilla y León;16
10. Contra la intimidad, derecho a la propia imagen;Total;Castilla-La Mancha;17
10. Contra la intimidad, derecho a la propia imagen;Total;Cataluña;68
10. Contra la intimidad, derecho a la propia imagen;Total;Comunitat Valenciana;35
10. Contra la intimidad, derecho a la propia imagen;Total;Extremadura;6
10. Contra la intimidad, derecho a la propia imagen;Total;Galicia;28
10. Contra la intimidad, derecho a la propia imagen;Total;Madrid (Comunidad de)(1);33
10. Contra la intimidad, derecho a la propia imagen;Total;Murcia (Región de);5
10. Contra la intimidad, derecho a la propia imagen;Total;Navarra (Comunidad Foral de);3
10. Contra la intimidad, derecho a la propia imagen;Total;País Vasco;16
10. Contra la intimidad, derecho a la propia imagen;Total;Rioja (La);8
10. Contra la intimidad, derecho a la propia imagen;Total;Ceuta;1
10. Contra la intimidad, derecho a la propia imagen;Total;Melilla;0
11. Contra el honor;Varón;Total;133
11. Contra el honor;Varón;Andalucía;26
11. Contra el honor;Varón;Aragón;2
11. Contra el honor;Varón;Asturias (Principado de);5
11. Contra el honor;Varón;Balears (Illes);15
11. Contra el honor;Varón;Canarias;12
11. Contra el honor;Varón;Cantabria;0
11. Contra el honor;Varón;Castilla y León;4
11. Contra el honor;Varón;Castilla-La Mancha;3
11. Contra el honor;Varón;Cataluña;10
11. Contra el honor;Varón;Comunitat Valenciana;17
11. Contra el honor;Varón;Extremadura;2
11. Contra el honor;Varón;Galicia;5
11. Contra el honor;Varón;Madrid (Comunidad de)(1);12
11. Contra el honor;Varón;Murcia (Región de);12
11. Contra el honor;Varón;Navarra (Comunidad Foral de);3
11. Contra el honor;Varón;País Vasco;3
11. Contra el honor;Varón;Rioja (La);1
11. Contra el honor;Varón;Ceuta;0
11. Contra el honor;Varón;Melilla;1
11. Contra el honor;Mujer;Total;25
11. Contra el honor;Mujer;Andalucía;4
11. Contra el honor;Mujer;Aragón;2
11. Contra el honor;Mujer;Asturias (Principado de);1
11. Contra el honor;Mujer;Balears (Illes);3
11. Contra el honor;Mujer;Canarias;0
11. Contra el honor;Mujer;Cantabria;0
11. Contra el honor;Mujer;Castilla y León;0
11. Contra el honor;Mujer;Castilla-La Mancha;2
11. Contra el honor;Mujer;Cataluña;1
11. Contra el honor;Mujer;Comunitat Valenciana;2
11. Contra el honor;Mujer;Extremadura;1
11. Contra el honor;Mujer;Galicia;1
11. Contra el honor;Mujer;Madrid (Comunidad de)(1);4
11. Contra el honor;Mujer;Murcia (Región de);2
11. Contra el honor;Mujer;Navarra (Comunidad Foral de);0
11. Contra el honor;Mujer;País Vasco;2
11. Contra el honor;Mujer;Rioja (La);0
11. Contra el honor;Mujer;Ceuta;0
11. Contra el honor;Mujer;Melilla;0
11. Contra el honor;Total;Total;158
11. Contra el honor;Total;Andalucía;30
11. Contra el honor;Total;Aragón;4
11. Contra el honor;Total;Asturias (Principado de);6
11. Contra el honor;Total;Balears (Illes);18
11. Contra el honor;Total;Canarias;12
11. Contra el honor;Total;Cantabria;0
11. Contra el honor;Total;Castilla y León;4
11. Contra el honor;Total;Castilla-La Mancha;5
11. Contra el honor;Total;Cataluña;11
11. Contra el honor;Total;Comunitat Valenciana;19
11. Contra el honor;Total;Extremadura;3
11. Contra el honor;Total;Galicia;6
11. Contra el honor;Total;Madrid (Comunidad de)(1);16
11. Contra el honor;Total;Murcia (Región de);14
11. Contra el honor;Total;Navarra (Comunidad Foral de);3
11. Contra el honor;Total;País Vasco;5
11. Contra el honor;Total;Rioja (La);1
11. Contra el honor;Total;Ceuta;0
11. Contra el honor;Total;Melilla;1
12. Contra las relaciones familiares;Varón;Total;3.399
12. Contra las relaciones familiares;Varón;Andalucía;670
12. Contra las relaciones familiares;Varón;Aragón;93
12. Contra las relaciones familiares;Varón;Asturias (Principado de);121
12. Contra las relaciones familiares;Varón;Balears (Illes);113
12. Contra las relaciones familiares;Varón;Canarias;336
12. Contra las relaciones familiares;Varón;Cantabria;25
12. Contra las relaciones familiares;Varón;Castilla y León;107
12. Contra las relaciones familiares;Varón;Castilla-La Mancha;124
12. Contra las relaciones familiares;Varón;Cataluña;440
12. Contra las relaciones familiares;Varón;Comunitat Valenciana;434
12. Contra las relaciones familiares;Varón;Extremadura;87
12. Contra las relaciones familiares;Varón;Galicia;221
12. Contra las relaciones familiares;Varón;Madrid (Comunidad de)(1);264
12. Contra las relaciones familiares;Varón;Murcia (Región de);192
12. Contra las relaciones familiares;Varón;Navarra (Comunidad Foral de);38
12. Contra las relaciones familiares;Varón;País Vasco;111
12. Contra las relaciones familiares;Varón;Rioja (La);8
12. Contra las relaciones familiares;Varón;Ceuta;5
12. Contra las relaciones familiares;Varón;Melilla;10
12. Contra las relaciones familiares;Mujer;Total;192
12. Contra las relaciones familiares;Mujer;Andalucía;36
12. Contra las relaciones familiares;Mujer;Aragón;22
12. Contra las relaciones familiares;Mujer;Asturias (Principado de);7
12. Contra las relaciones familiares;Mujer;Balears (Illes);3
12. Contra las relaciones familiares;Mujer;Canarias;11
12. Contra las relaciones familiares;Mujer;Cantabria;0
12. Contra las relaciones familiares;Mujer;Castilla y León;12
12. Contra las relaciones familiares;Mujer;Castilla-La Mancha;5
12. Contra las relaciones familiares;Mujer;Cataluña;22
12. Contra las relaciones familiares;Mujer;Comunitat Valenciana;31
12. Contra las relaciones familiares;Mujer;Extremadura;2
12. Contra las relaciones familiares;Mujer;Galicia;5
12. Contra las relaciones familiares;Mujer;Madrid (Comunidad de)(1);9
12. Contra las relaciones familiares;Mujer;Murcia (Región de);10
12. Contra las relaciones familiares;Mujer;Navarra (Comunidad Foral de);1
12. Contra las relaciones familiares;Mujer;País Vasco;11
12. Contra las relaciones familiares;Mujer;Rioja (La);3
12. Contra las relaciones familiares;Mujer;Ceuta;2
12. Contra las relaciones familiares;Mujer;Melilla;0
12. Contra las relaciones familiares;Total;Total;3.591
12. Contra las relaciones familiares;Total;Andalucía;706
12. Contra las relaciones familiares;Total;Aragón;115
12. Contra las relaciones familiares;Total;Asturias (Principado de);128
12. Contra las relaciones familiares;Total;Balears (Illes);116
12. Contra las relaciones familiares;Total;Canarias;347
12. Contra las relaciones familiares;Total;Cantabria;25
12. Contra las relaciones familiares;Total;Castilla y León;119
12. Contra las relaciones familiares;Total;Castilla-La Mancha;129
12. Contra las relaciones familiares;Total;Cataluña;462
12. Contra las relaciones familiares;Total;Comunitat Valenciana;465
12. Contra las relaciones familiares;Total;Extremadura;89
12. Contra las relaciones familiares;Total;Galicia;226
12. Contra las relaciones familiares;Total;Madrid (Comunidad de)(1);273
12. Contra las relaciones familiares;Total;Murcia (Región de);202
12. Contra las relaciones familiares;Total;Navarra (Comunidad Foral de);39
12. Contra las relaciones familiares;Total;País Vasco;122
12. Contra las relaciones familiares;Total;Rioja (La);11
12. Contra las relaciones familiares;Total;Ceuta;7
12. Contra las relaciones familiares;Total;Melilla;10
13. Contra el patrimonio y orden socioeconómico;Varón;Total;45.005
13. Contra el patrimonio y orden socioeconómico;Varón;Andalucía;10.290
13. Contra el patrimonio y orden socioeconómico;Varón;Aragón;939
13. Contra el patrimonio y orden socioeconómico;Varón;Asturias (Principado de);976
13. Contra el patrimonio y orden socioeconómico;Varón;Balears (Illes);1.552
13. Contra el patrimonio y orden socioeconómico;Varón;Canarias;2.218
13. Contra el patrimonio y orden socioeconómico;Varón;Cantabria;629
13. Contra el patrimonio y orden socioeconómico;Varón;Castilla y León;1.368
13. Contra el patrimonio y orden socioeconómico;Varón;Castilla-La Mancha;1.087
13. Contra el patrimonio y orden socioeconómico;Varón;Cataluña;7.151
13. Contra el patrimonio y orden socioeconómico;Varón;Comunitat Valenciana;5.661
13. Contra el patrimonio y orden socioeconómico;Varón;Extremadura;955
13. Contra el patrimonio y orden socioeconómico;Varón;Galicia;2.176
13. Contra el patrimonio y orden socioeconómico;Varón;Madrid (Comunidad de)(1);5.601
13. Contra el patrimonio y orden socioeconómico;Varón;Murcia (Región de);1.554
13. Contra el patrimonio y orden socioeconómico;Varón;Navarra (Comunidad Foral de);356
13. Contra el patrimonio y orden socioeconómico;Varón;País Vasco;1.731
13. Contra el patrimonio y orden socioeconómico;Varón;Rioja (La);314
13. Contra el patrimonio y orden socioeconómico;Varón;Ceuta;266
13. Contra el patrimonio y orden socioeconómico;Varón;Melilla;181
13. Contra el patrimonio y orden socioeconómico;Mujer;Total;5.913
13. Contra el patrimonio y orden socioeconómico;Mujer;Andalucía;1.154
13. Contra el patrimonio y orden socioeconómico;Mujer;Aragón;133
13. Contra el patrimonio y orden socioeconómico;Mujer;Asturias (Principado de);175
13. Contra el patrimonio y orden socioeconómico;Mujer;Balears (Illes);193
13. Contra el patrimonio y orden socioeconómico;Mujer;Canarias;192
13. Contra el patrimonio y orden socioeconómico;Mujer;Cantabria;120
13. Contra el patrimonio y orden socioeconómico;Mujer;Castilla y León;177
13. Contra el patrimonio y orden socioeconómico;Mujer;Castilla-La Mancha;103
13. Contra el patrimonio y orden socioeconómico;Mujer;Cataluña;1.089
13. Contra el patrimonio y orden socioeconómico;Mujer;Comunitat Valenciana;724
13. Contra el patrimonio y orden socioeconómico;Mujer;Extremadura;108
13. Contra el patrimonio y orden socioeconómico;Mujer;Galicia;238
13. Contra el patrimonio y orden socioeconómico;Mujer;Madrid (Comunidad de)(1);902
13. Contra el patrimonio y orden socioeconómico;Mujer;Murcia (Región de);228
13. Contra el patrimonio y orden socioeconómico;Mujer;Navarra (Comunidad Foral de);38
13. Contra el patrimonio y orden socioeconómico;Mujer;País Vasco;284
13. Contra el patrimonio y orden socioeconómico;Mujer;Rioja (La);41
13. Contra el patrimonio y orden socioeconómico;Mujer;Ceuta;8
13. Contra el patrimonio y orden socioeconómico;Mujer;Melilla;6
13. Contra el patrimonio y orden socioeconómico;Total;Total;50.918
13. Contra el patrimonio y orden socioeconómico;Total;Andalucía;11.444
13. Contra el patrimonio y orden socioeconómico;Total;Aragón;1.072
13. Contra el patrimonio y orden socioeconómico;Total;Asturias (Principado de);1.151
13. Contra el patrimonio y orden socioeconómico;Total;Balears (Illes);1.745
13. Contra el patrimonio y orden socioeconómico;Total;Canarias;2.410
13. Contra el patrimonio y orden socioeconómico;Total;Cantabria;749
13. Contra el patrimonio y orden socioeconómico;Total;Castilla y León;1.545
13. Contra el patrimonio y orden socioeconómico;Total;Castilla-La Mancha;1.190
13. Contra el patrimonio y orden socioeconómico;Total;Cataluña;8.240
13. Contra el patrimonio y orden socioeconómico;Total;Comunitat Valenciana;6.385
13. Contra el patrimonio y orden socioeconómico;Total;Extremadura;1.063
13. Contra el patrimonio y orden socioeconómico;Total;Galicia;2.414
13. Contra el patrimonio y orden socioeconómico;Total;Madrid (Comunidad de)(1);6.503
13. Contra el patrimonio y orden socioeconómico;Total;Murcia (Región de);1.782
13. Contra el patrimonio y orden socioeconómico;Total;Navarra (Comunidad Foral de);394
13. Contra el patrimonio y orden socioeconómico;Total;País Vasco;2.015
13. Contra el patrimonio y orden socioeconómico;Total;Rioja (La);355
13. Contra el patrimonio y orden socioeconómico;Total;Ceuta;274
13. Contra el patrimonio y orden socioeconómico;Total;Melilla;187
14. Contra la Hacienda Pública y Seguridad Social;Varón;Total;351
14. Contra la Hacienda Pública y Seguridad Social;Varón;Andalucía;53
14. Contra la Hacienda Pública y Seguridad Social;Varón;Aragón;20
14. Contra la Hacienda Pública y Seguridad Social;Varón;Asturias (Principado de);6
14. Contra la Hacienda Pública y Seguridad Social;Varón;Balears (Illes);13
14. Contra la Hacienda Pública y Seguridad Social;Varón;Canarias;2
14. Contra la Hacienda Pública y Seguridad Social;Varón;Cantabria;0
14. Contra la Hacienda Pública y Seguridad Social;Varón;Castilla y León;26
14. Contra la Hacienda Pública y Seguridad Social;Varón;Castilla-La Mancha;4
14. Contra la Hacienda Pública y Seguridad Social;Varón;Cataluña;62
14. Contra la Hacienda Pública y Seguridad Social;Varón;Comunitat Valenciana;5
14. Contra la Hacienda Pública y Seguridad Social;Varón;Extremadura;0
14. Contra la Hacienda Pública y Seguridad Social;Varón;Galicia;16
14. Contra la Hacienda Pública y Seguridad Social;Varón;Madrid (Comunidad de)(1);129
14. Contra la Hacienda Pública y Seguridad Social;Varón;Murcia (Región de);4
14. Contra la Hacienda Pública y Seguridad Social;Varón;Navarra (Comunidad Foral de);0
14. Contra la Hacienda Pública y Seguridad Social;Varón;País Vasco;9
14. Contra la Hacienda Pública y Seguridad Social;Varón;Rioja (La);0
14. Contra la Hacienda Pública y Seguridad Social;Varón;Ceuta;2
14. Contra la Hacienda Pública y Seguridad Social;Varón;Melilla;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Total;35
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Andalucía;5
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Aragón;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Asturias (Principado de);2
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Balears (Illes);0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Canarias;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Cantabria;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Castilla y León;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Castilla-La Mancha;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Cataluña;8
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Comunitat Valenciana;2
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Extremadura;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Galicia;1
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Madrid (Comunidad de)(1);15
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Murcia (Región de);0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Navarra (Comunidad Foral de);0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;País Vasco;2
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Rioja (La);0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Ceuta;0
14. Contra la Hacienda Pública y Seguridad Social;Mujer;Melilla;0
14. Contra la Hacienda Pública y Seguridad Social;Total;Total;386
14. Contra la Hacienda Pública y Seguridad Social;Total;Andalucía;58
14. Contra la Hacienda Pública y Seguridad Social;Total;Aragón;20
14. Contra la Hacienda Pública y Seguridad Social;Total;Asturias (Principado de);8
14. Contra la Hacienda Pública y Seguridad Social;Total;Balears (Illes);13
14. Contra la Hacienda Pública y Seguridad Social;Total;Canarias;2
14. Contra la Hacienda Pública y Seguridad Social;Total;Cantabria;0
14. Contra la Hacienda Pública y Seguridad Social;Total;Castilla y León;26
14. Contra la Hacienda Pública y Seguridad Social;Total;Castilla-La Mancha;4
14. Contra la Hacienda Pública y Seguridad Social;Total;Cataluña;70
14. Contra la Hacienda Pública y Seguridad Social;Total;Comunitat Valenciana;7
14. Contra la Hacienda Pública y Seguridad Social;Total;Extremadura;0
14. Contra la Hacienda Pública y Seguridad Social;Total;Galicia;17
14. Contra la Hacienda Pública y Seguridad Social;Total;Madrid (Comunidad de)(1);144
14. Contra la Hacienda Pública y Seguridad Social;Total;Murcia (Región de);4
14. Contra la Hacienda Pública y Seguridad Social;Total;Navarra (Comunidad Foral de);0
14. Contra la Hacienda Pública y Seguridad Social;Total;País Vasco;11
14. Contra la Hacienda Pública y Seguridad Social;Total;Rioja (La);0
14. Contra la Hacienda Pública y Seguridad Social;Total;Ceuta;2
14. Contra la Hacienda Pública y Seguridad Social;Total;Melilla;0
15. Contra los derechos de los trabajadores;Varón;Total;766
15. Contra los derechos de los trabajadores;Varón;Andalucía;179
15. Contra los derechos de los trabajadores;Varón;Aragón;12
15. Contra los derechos de los trabajadores;Varón;Asturias (Principado de);23
15. Contra los derechos de los trabajadores;Varón;Balears (Illes);13
15. Contra los derechos de los trabajadores;Varón;Canarias;27
15. Contra los derechos de los trabajadores;Varón;Cantabria;1
15. Contra los derechos de los trabajadores;Varón;Castilla y León;41
15. Contra los derechos de los trabajadores;Varón;Castilla-La Mancha;28
15. Contra los derechos de los trabajadores;Varón;Cataluña;128
15. Contra los derechos de los trabajadores;Varón;Comunitat Valenciana;55
15. Contra los derechos de los trabajadores;Varón;Extremadura;1
15. Contra los derechos de los trabajadores;Varón;Galicia;75
15. Contra los derechos de los trabajadores;Varón;Madrid (Comunidad de)(1);82
15. Contra los derechos de los trabajadores;Varón;Murcia (Región de);23
15. Contra los derechos de los trabajadores;Varón;Navarra (Comunidad Foral de);7
15. Contra los derechos de los trabajadores;Varón;País Vasco;30
15. Contra los derechos de los trabajadores;Varón;Rioja (La);7
15. Contra los derechos de los trabajadores;Varón;Ceuta;29
15. Contra los derechos de los trabajadores;Varón;Melilla;5
15. Contra los derechos de los trabajadores;Mujer;Total;65
15. Contra los derechos de los trabajadores;Mujer;Andalucía;11
15. Contra los derechos de los trabajadores;Mujer;Aragón;0
15. Contra los derechos de los trabajadores;Mujer;Asturias (Principado de);6
15. Contra los derechos de los trabajadores;Mujer;Balears (Illes);0
15. Contra los derechos de los trabajadores;Mujer;Canarias;2
15. Contra los derechos de los trabajadores;Mujer;Cantabria;0
15. Contra los derechos de los trabajadores;Mujer;Castilla y León;2
15. Contra los derechos de los trabajadores;Mujer;Castilla-La Mancha;1
15. Contra los derechos de los trabajadores;Mujer;Cataluña;16
15. Contra los derechos de los trabajadores;Mujer;Comunitat Valenciana;2
15. Contra los derechos de los trabajadores;Mujer;Extremadura;0
15. Contra los derechos de los trabajadores;Mujer;Galicia;10
15. Contra los derechos de los trabajadores;Mujer;Madrid (Comunidad de)(1);10
15. Contra los derechos de los trabajadores;Mujer;Murcia (Región de);0
15. Contra los derechos de los trabajadores;Mujer;Navarra (Comunidad Foral de);0
15. Contra los derechos de los trabajadores;Mujer;País Vasco;1
15. Contra los derechos de los trabajadores;Mujer;Rioja (La);0
15. Contra los derechos de los trabajadores;Mujer;Ceuta;4
15. Contra los derechos de los trabajadores;Mujer;Melilla;0
15. Contra los derechos de los trabajadores;Total;Total;831
15. Contra los derechos de los trabajadores;Total;Andalucía;190
15. Contra los derechos de los trabajadores;Total;Aragón;12
15. Contra los derechos de los trabajadores;Total;Asturias (Principado de);29
15. Contra los derechos de los trabajadores;Total;Balears (Illes);13
15. Contra los derechos de los trabajadores;Total;Canarias;29
15. Contra los derechos de los trabajadores;Total;Cantabria;1
15. Contra los derechos de los trabajadores;Total;Castilla y León;43
15. Contra los derechos de los trabajadores;Total;Castilla-La Mancha;29
15. Contra los derechos de los trabajadores;Total;Cataluña;144
15. Contra los derechos de los trabajadores;Total;Comunitat Valenciana;57
15. Contra los derechos de los trabajadores;Total;Extremadura;1
15. Contra los derechos de los trabajadores;Total;Galicia;85
15. Contra los derechos de los trabajadores;Total;Madrid (Comunidad de)(1);92
15. Contra los derechos de los trabajadores;Total;Murcia (Región de);23
15. Contra los derechos de los trabajadores;Total;Navarra (Comunidad Foral de);7
15. Contra los derechos de los trabajadores;Total;País Vasco;31
15. Contra los derechos de los trabajadores;Total;Rioja (La);7
15. Contra los derechos de los trabajadores;Total;Ceuta;33
15. Contra los derechos de los trabajadores;Total;Melilla;5
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Total;270
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Andalucía;98
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Aragón;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Asturias (Principado de);0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Balears (Illes);3
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Canarias;36
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Cantabria;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Castilla y León;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Castilla-La Mancha;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Cataluña;9
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Comunitat Valenciana;4
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Extremadura;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Galicia;2
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Madrid (Comunidad de)(1);2
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Murcia (Región de);3
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Navarra (Comunidad Foral de);1
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;País Vasco;1
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Rioja (La);0
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Ceuta;97
15.BIS. Contra los derechos de ciudadanos extranjeros;Varón;Melilla;14
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Total;39
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Andalucía;10
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Aragón;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Asturias (Principado de);0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Balears (Illes);0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Canarias;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Cantabria;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Castilla y León;1
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Castilla-La Mancha;0
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Cataluña;4
15.BIS. Contra los derechos de ciudadanos extranjeros;Mujer;Comunitat Valenciana;1
