Comunidades y ciudades autónomas;Sexo;Edad;Periodo;
02 Aragón;Hombres;De 21 a 25 años;2018;700
02 Aragón;Hombres;De 21 a 25 años;2017;688
02 Aragón;Hombres;De 21 a 25 años;2016;743
02 Aragón;Hombres;De 21 a 25 años;2015;647
02 Aragón;Hombres;De 21 a 25 años;2014;628
02 Aragón;Hombres;De 21 a 25 años;2013;666
02 Aragón;Hombres;De 26 a 30 años;2019;682
02 Aragón;Hombres;De 26 a 30 años;2018;687
02 Aragón;Hombres;De 26 a 30 años;2017;689
02 Aragón;Hombres;De 26 a 30 años;2016;749
02 Aragón;Hombres;De 26 a 30 años;2015;674
02 Aragón;Hombres;De 26 a 30 años;2014;695
02 Aragón;Hombres;De 26 a 30 años;2013;683
02 Aragón;Hombres;De 31 a 35 años;2019;738
02 Aragón;Hombres;De 31 a 35 años;2018;707
02 Aragón;Hombres;De 31 a 35 años;2017;745
02 Aragón;Hombres;De 31 a 35 años;2016;764
02 Aragón;Hombres;De 31 a 35 años;2015;651
02 Aragón;Hombres;De 31 a 35 años;2014;702
02 Aragón;Hombres;De 31 a 35 años;2013;707
02 Aragón;Hombres;De 36 a 40 años;2019;805
02 Aragón;Hombres;De 36 a 40 años;2018;749
02 Aragón;Hombres;De 36 a 40 años;2017;766
02 Aragón;Hombres;De 36 a 40 años;2016;733
02 Aragón;Hombres;De 36 a 40 años;2015;617
02 Aragón;Hombres;De 36 a 40 años;2014;622
02 Aragón;Hombres;De 36 a 40 años;2013;634
02 Aragón;Hombres;De 41 a 50 años;2019;1.171
02 Aragón;Hombres;De 41 a 50 años;2018;1.133
02 Aragón;Hombres;De 41 a 50 años;2017;1.099
02 Aragón;Hombres;De 41 a 50 años;2016;1.167
02 Aragón;Hombres;De 41 a 50 años;2015;939
02 Aragón;Hombres;De 41 a 50 años;2014;888
02 Aragón;Hombres;De 41 a 50 años;2013;835
02 Aragón;Hombres;De 51 a 60 años;2019;607
02 Aragón;Hombres;De 51 a 60 años;2018;533
02 Aragón;Hombres;De 51 a 60 años;2017;562
02 Aragón;Hombres;De 51 a 60 años;2016;535
02 Aragón;Hombres;De 51 a 60 años;2015;437
02 Aragón;Hombres;De 51 a 60 años;2014;371
02 Aragón;Hombres;De 51 a 60 años;2013;398
02 Aragón;Hombres;De 61 a 70 años;2019;171
02 Aragón;Hombres;De 61 a 70 años;2018;162
02 Aragón;Hombres;De 61 a 70 años;2017;159
02 Aragón;Hombres;De 61 a 70 años;2016;177
02 Aragón;Hombres;De 61 a 70 años;2015;130
02 Aragón;Hombres;De 61 a 70 años;2014;92
02 Aragón;Hombres;De 61 a 70 años;2013;102
02 Aragón;Hombres;71 y más años;2019;60
02 Aragón;Hombres;71 y más años;2018;70
02 Aragón;Hombres;71 y más años;2017;69
02 Aragón;Hombres;71 y más años;2016;59
02 Aragón;Hombres;71 y más años;2015;42
02 Aragón;Hombres;71 y más años;2014;29
02 Aragón;Hombres;71 y más años;2013;23
02 Aragón;Mujeres;Total ;2019;1.351
02 Aragón;Mujeres;Total ;2018;1.291
02 Aragón;Mujeres;Total ;2017;1.368
02 Aragón;Mujeres;Total ;2016;1.316
02 Aragón;Mujeres;Total ;2015;899
02 Aragón;Mujeres;Total ;2014;692
02 Aragón;Mujeres;Total ;2013;570
02 Aragón;Mujeres;De 18 a 20 años;2019;109
02 Aragón;Mujeres;De 18 a 20 años;2018;107
02 Aragón;Mujeres;De 18 a 20 años;2017;154
02 Aragón;Mujeres;De 18 a 20 años;2016;131
02 Aragón;Mujeres;De 18 a 20 años;2015;72
02 Aragón;Mujeres;De 18 a 20 años;2014;55
02 Aragón;Mujeres;De 18 a 20 años;2013;53
02 Aragón;Mujeres;De 21 a 25 años;2019;193
02 Aragón;Mujeres;De 21 a 25 años;2018;158
02 Aragón;Mujeres;De 21 a 25 años;2017;211
02 Aragón;Mujeres;De 21 a 25 años;2016;211
02 Aragón;Mujeres;De 21 a 25 años;2015;138
02 Aragón;Mujeres;De 21 a 25 años;2014;102
02 Aragón;Mujeres;De 21 a 25 años;2013;88
02 Aragón;Mujeres;De 26 a 30 años;2019;178
02 Aragón;Mujeres;De 26 a 30 años;2018;174
02 Aragón;Mujeres;De 26 a 30 años;2017;193
02 Aragón;Mujeres;De 26 a 30 años;2016;176
02 Aragón;Mujeres;De 26 a 30 años;2015;150
02 Aragón;Mujeres;De 26 a 30 años;2014;132
02 Aragón;Mujeres;De 26 a 30 años;2013;108
02 Aragón;Mujeres;De 31 a 35 años;2019;177
02 Aragón;Mujeres;De 31 a 35 años;2018;200
02 Aragón;Mujeres;De 31 a 35 años;2017;182
02 Aragón;Mujeres;De 31 a 35 años;2016;172
02 Aragón;Mujeres;De 31 a 35 años;2015;111
02 Aragón;Mujeres;De 31 a 35 años;2014;98
02 Aragón;Mujeres;De 31 a 35 años;2013;83
02 Aragón;Mujeres;De 36 a 40 años;2019;188
02 Aragón;Mujeres;De 36 a 40 años;2018;190
02 Aragón;Mujeres;De 36 a 40 años;2017;204
02 Aragón;Mujeres;De 36 a 40 años;2016;161
02 Aragón;Mujeres;De 36 a 40 años;2015;133
02 Aragón;Mujeres;De 36 a 40 años;2014;92
02 Aragón;Mujeres;De 36 a 40 años;2013;83
02 Aragón;Mujeres;De 41 a 50 años;2019;290
02 Aragón;Mujeres;De 41 a 50 años;2018;258
02 Aragón;Mujeres;De 41 a 50 años;2017;252
02 Aragón;Mujeres;De 41 a 50 años;2016;265
02 Aragón;Mujeres;De 41 a 50 años;2015;197
02 Aragón;Mujeres;De 41 a 50 años;2014;146
02 Aragón;Mujeres;De 41 a 50 años;2013;121
02 Aragón;Mujeres;De 51 a 60 años;2019;146
02 Aragón;Mujeres;De 51 a 60 años;2018;138
02 Aragón;Mujeres;De 51 a 60 años;2017;104
02 Aragón;Mujeres;De 51 a 60 años;2016;118
02 Aragón;Mujeres;De 51 a 60 años;2015;71
02 Aragón;Mujeres;De 51 a 60 años;2014;47
02 Aragón;Mujeres;De 51 a 60 años;2013;28
02 Aragón;Mujeres;De 61 a 70 años;2019;49
02 Aragón;Mujeres;De 61 a 70 años;2018;45
02 Aragón;Mujeres;De 61 a 70 años;2017;49
02 Aragón;Mujeres;De 61 a 70 años;2016;58
02 Aragón;Mujeres;De 61 a 70 años;2015;17
02 Aragón;Mujeres;De 61 a 70 años;2014;13
02 Aragón;Mujeres;De 61 a 70 años;2013;4
02 Aragón;Mujeres;71 y más años;2019;21
02 Aragón;Mujeres;71 y más años;2018;21
02 Aragón;Mujeres;71 y más años;2017;19
02 Aragón;Mujeres;71 y más años;2016;24
02 Aragón;Mujeres;71 y más años;2015;10
02 Aragón;Mujeres;71 y más años;2014;7
02 Aragón;Mujeres;71 y más años;2013;2
03 Asturias, Principado de;Total;Total ;2019;6.202
03 Asturias, Principado de;Total;Total ;2018;6.309
03 Asturias, Principado de;Total;Total ;2017;6.436
03 Asturias, Principado de;Total;Total ;2016;6.311
03 Asturias, Principado de;Total;Total ;2015;4.683
03 Asturias, Principado de;Total;Total ;2014;4.713
03 Asturias, Principado de;Total;Total ;2013;4.702
03 Asturias, Principado de;Total;De 18 a 20 años;2019;388
03 Asturias, Principado de;Total;De 18 a 20 años;2018;444
03 Asturias, Principado de;Total;De 18 a 20 años;2017;458
03 Asturias, Principado de;Total;De 18 a 20 años;2016;455
03 Asturias, Principado de;Total;De 18 a 20 años;2015;363
03 Asturias, Principado de;Total;De 18 a 20 años;2014;308
03 Asturias, Principado de;Total;De 18 a 20 años;2013;292
03 Asturias, Principado de;Total;De 21 a 25 años;2019;664
03 Asturias, Principado de;Total;De 21 a 25 años;2018;688
03 Asturias, Principado de;Total;De 21 a 25 años;2017;701
03 Asturias, Principado de;Total;De 21 a 25 años;2016;712
03 Asturias, Principado de;Total;De 21 a 25 años;2015;547
03 Asturias, Principado de;Total;De 21 a 25 años;2014;573
03 Asturias, Principado de;Total;De 21 a 25 años;2013;589
03 Asturias, Principado de;Total;De 26 a 30 años;2019;685
03 Asturias, Principado de;Total;De 26 a 30 años;2018;725
03 Asturias, Principado de;Total;De 26 a 30 años;2017;760
03 Asturias, Principado de;Total;De 26 a 30 años;2016;787
03 Asturias, Principado de;Total;De 26 a 30 años;2015;590
03 Asturias, Principado de;Total;De 26 a 30 años;2014;609
03 Asturias, Principado de;Total;De 26 a 30 años;2013;634
03 Asturias, Principado de;Total;De 31 a 35 años;2019;795
03 Asturias, Principado de;Total;De 31 a 35 años;2018;810
03 Asturias, Principado de;Total;De 31 a 35 años;2017;845
03 Asturias, Principado de;Total;De 31 a 35 años;2016;833
03 Asturias, Principado de;Total;De 31 a 35 años;2015;678
03 Asturias, Principado de;Total;De 31 a 35 años;2014;701
03 Asturias, Principado de;Total;De 31 a 35 años;2013;730
03 Asturias, Principado de;Total;De 36 a 40 años;2019;857
03 Asturias, Principado de;Total;De 36 a 40 años;2018;831
03 Asturias, Principado de;Total;De 36 a 40 años;2017;933
03 Asturias, Principado de;Total;De 36 a 40 años;2016;915
03 Asturias, Principado de;Total;De 36 a 40 años;2015;677
03 Asturias, Principado de;Total;De 36 a 40 años;2014;653
03 Asturias, Principado de;Total;De 36 a 40 años;2013;660
03 Asturias, Principado de;Total;De 41 a 50 años;2019;1.473
03 Asturias, Principado de;Total;De 41 a 50 años;2018;1.521
03 Asturias, Principado de;Total;De 41 a 50 años;2017;1.397
03 Asturias, Principado de;Total;De 41 a 50 años;2016;1.398
03 Asturias, Principado de;Total;De 41 a 50 años;2015;1.036
03 Asturias, Principado de;Total;De 41 a 50 años;2014;1.055
03 Asturias, Principado de;Total;De 41 a 50 años;2013;1.012
03 Asturias, Principado de;Total;De 51 a 60 años;2019;831
03 Asturias, Principado de;Total;De 51 a 60 años;2018;826
03 Asturias, Principado de;Total;De 51 a 60 años;2017;863
03 Asturias, Principado de;Total;De 51 a 60 años;2016;825
03 Asturias, Principado de;Total;De 51 a 60 años;2015;556
03 Asturias, Principado de;Total;De 51 a 60 años;2014;569
03 Asturias, Principado de;Total;De 51 a 60 años;2013;556
03 Asturias, Principado de;Total;De 61 a 70 años;2019;373
03 Asturias, Principado de;Total;De 61 a 70 años;2018;346
03 Asturias, Principado de;Total;De 61 a 70 años;2017;346
03 Asturias, Principado de;Total;De 61 a 70 años;2016;288
03 Asturias, Principado de;Total;De 61 a 70 años;2015;178
03 Asturias, Principado de;Total;De 61 a 70 años;2014;187
03 Asturias, Principado de;Total;De 61 a 70 años;2013;177
03 Asturias, Principado de;Total;71 y más años;2019;136
03 Asturias, Principado de;Total;71 y más años;2018;118
03 Asturias, Principado de;Total;71 y más años;2017;133
03 Asturias, Principado de;Total;71 y más años;2016;98
03 Asturias, Principado de;Total;71 y más años;2015;58
03 Asturias, Principado de;Total;71 y más años;2014;58
03 Asturias, Principado de;Total;71 y más años;2013;52
03 Asturias, Principado de;Hombres;Total ;2019;4.815
03 Asturias, Principado de;Hombres;Total ;2018;4.930
03 Asturias, Principado de;Hombres;Total ;2017;5.085
03 Asturias, Principado de;Hombres;Total ;2016;5.093
03 Asturias, Principado de;Hombres;Total ;2015;3.982
03 Asturias, Principado de;Hombres;Total ;2014;4.094
03 Asturias, Principado de;Hombres;Total ;2013;4.146
03 Asturias, Principado de;Hombres;De 18 a 20 años;2019;290
03 Asturias, Principado de;Hombres;De 18 a 20 años;2018;315
03 Asturias, Principado de;Hombres;De 18 a 20 años;2017;376
03 Asturias, Principado de;Hombres;De 18 a 20 años;2016;367
03 Asturias, Principado de;Hombres;De 18 a 20 años;2015;312
03 Asturias, Principado de;Hombres;De 18 a 20 años;2014;268
03 Asturias, Principado de;Hombres;De 18 a 20 años;2013;260
03 Asturias, Principado de;Hombres;De 21 a 25 años;2019;511
03 Asturias, Principado de;Hombres;De 21 a 25 años;2018;538
03 Asturias, Principado de;Hombres;De 21 a 25 años;2017;552
03 Asturias, Principado de;Hombres;De 21 a 25 años;2016;571
03 Asturias, Principado de;Hombres;De 21 a 25 años;2015;458
03 Asturias, Principado de;Hombres;De 21 a 25 años;2014;482
03 Asturias, Principado de;Hombres;De 21 a 25 años;2013;522
03 Asturias, Principado de;Hombres;De 26 a 30 años;2019;531
03 Asturias, Principado de;Hombres;De 26 a 30 años;2018;584
03 Asturias, Principado de;Hombres;De 26 a 30 años;2017;585
03 Asturias, Principado de;Hombres;De 26 a 30 años;2016;627
03 Asturias, Principado de;Hombres;De 26 a 30 años;2015;475
03 Asturias, Principado de;Hombres;De 26 a 30 años;2014;516
03 Asturias, Principado de;Hombres;De 26 a 30 años;2013;548
03 Asturias, Principado de;Hombres;De 31 a 35 años;2019;609
03 Asturias, Principado de;Hombres;De 31 a 35 años;2018;639
03 Asturias, Principado de;Hombres;De 31 a 35 años;2017;661
03 Asturias, Principado de;Hombres;De 31 a 35 años;2016;654
03 Asturias, Principado de;Hombres;De 31 a 35 años;2015;565
03 Asturias, Principado de;Hombres;De 31 a 35 años;2014;596
03 Asturias, Principado de;Hombres;De 31 a 35 años;2013;638
03 Asturias, Principado de;Hombres;De 36 a 40 años;2019;658
03 Asturias, Principado de;Hombres;De 36 a 40 años;2018;627
03 Asturias, Principado de;Hombres;De 36 a 40 años;2017;733
03 Asturias, Principado de;Hombres;De 36 a 40 años;2016;739
03 Asturias, Principado de;Hombres;De 36 a 40 años;2015;577
03 Asturias, Principado de;Hombres;De 36 a 40 años;2014;569
03 Asturias, Principado de;Hombres;De 36 a 40 años;2013;569
03 Asturias, Principado de;Hombres;De 41 a 50 años;2019;1.151
03 Asturias, Principado de;Hombres;De 41 a 50 años;2018;1.193
03 Asturias, Principado de;Hombres;De 41 a 50 años;2017;1.117
03 Asturias, Principado de;Hombres;De 41 a 50 años;2016;1.133
03 Asturias, Principado de;Hombres;De 41 a 50 años;2015;888
03 Asturias, Principado de;Hombres;De 41 a 50 años;2014;938
03 Asturias, Principado de;Hombres;De 41 a 50 años;2013;898
03 Asturias, Principado de;Hombres;De 51 a 60 años;2019;662
03 Asturias, Principado de;Hombres;De 51 a 60 años;2018;671
03 Asturias, Principado de;Hombres;De 51 a 60 años;2017;700
03 Asturias, Principado de;Hombres;De 51 a 60 años;2016;683
03 Asturias, Principado de;Hombres;De 51 a 60 años;2015;497
03 Asturias, Principado de;Hombres;De 51 a 60 años;2014;499
03 Asturias, Principado de;Hombres;De 51 a 60 años;2013;506
03 Asturias, Principado de;Hombres;De 61 a 70 años;2019;299
03 Asturias, Principado de;Hombres;De 61 a 70 años;2018;280
03 Asturias, Principado de;Hombres;De 61 a 70 años;2017;272
03 Asturias, Principado de;Hombres;De 61 a 70 años;2016;243
03 Asturias, Principado de;Hombres;De 61 a 70 años;2015;157
03 Asturias, Principado de;Hombres;De 61 a 70 años;2014;173
03 Asturias, Principado de;Hombres;De 61 a 70 años;2013;158
03 Asturias, Principado de;Hombres;71 y más años;2019;104
03 Asturias, Principado de;Hombres;71 y más años;2018;83
03 Asturias, Principado de;Hombres;71 y más años;2017;89
03 Asturias, Principado de;Hombres;71 y más años;2016;76
03 Asturias, Principado de;Hombres;71 y más años;2015;53
03 Asturias, Principado de;Hombres;71 y más años;2014;53
03 Asturias, Principado de;Hombres;71 y más años;2013;47
03 Asturias, Principado de;Mujeres;Total ;2019;1.387
03 Asturias, Principado de;Mujeres;Total ;2018;1.379
03 Asturias, Principado de;Mujeres;Total ;2017;1.351
03 Asturias, Principado de;Mujeres;Total ;2016;1.218
03 Asturias, Principado de;Mujeres;Total ;2015;701
03 Asturias, Principado de;Mujeres;Total ;2014;619
03 Asturias, Principado de;Mujeres;Total ;2013;556
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2019;98
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2018;129
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2017;82
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2016;88
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2015;51
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2014;40
03 Asturias, Principado de;Mujeres;De 18 a 20 años;2013;32
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2019;153
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2018;150
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2017;149
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2016;141
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2015;89
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2014;91
03 Asturias, Principado de;Mujeres;De 21 a 25 años;2013;67
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2019;154
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2018;141
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2017;175
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2016;160
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2015;115
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2014;93
03 Asturias, Principado de;Mujeres;De 26 a 30 años;2013;86
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2019;186
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2018;171
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2017;184
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2016;179
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2015;113
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2014;105
03 Asturias, Principado de;Mujeres;De 31 a 35 años;2013;92
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2019;199
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2018;204
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2017;200
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2016;176
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2015;100
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2014;84
03 Asturias, Principado de;Mujeres;De 36 a 40 años;2013;91
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2019;322
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2018;328
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2017;280
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2016;265
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2015;148
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2014;117
03 Asturias, Principado de;Mujeres;De 41 a 50 años;2013;114
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2019;169
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2018;155
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2017;163
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2016;142
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2015;59
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2014;70
03 Asturias, Principado de;Mujeres;De 51 a 60 años;2013;50
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2019;74
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2018;66
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2017;74
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2016;45
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2015;21
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2014;14
03 Asturias, Principado de;Mujeres;De 61 a 70 años;2013;19
03 Asturias, Principado de;Mujeres;71 y más años;2019;32
03 Asturias, Principado de;Mujeres;71 y más años;2018;35
03 Asturias, Principado de;Mujeres;71 y más años;2017;44
03 Asturias, Principado de;Mujeres;71 y más años;2016;22
03 Asturias, Principado de;Mujeres;71 y más años;2015;5
03 Asturias, Principado de;Mujeres;71 y más años;2014;5
03 Asturias, Principado de;Mujeres;71 y más años;2013;5
04 Balears, Illes;Total;Total ;2019;8.336
04 Balears, Illes;Total;Total ;2018;8.216
04 Balears, Illes;Total;Total ;2017;8.239
04 Balears, Illes;Total;Total ;2016;7.701
04 Balears, Illes;Total;Total ;2015;6.851
04 Balears, Illes;Total;Total ;2014;7.177
04 Balears, Illes;Total;Total ;2013;7.094
04 Balears, Illes;Total;De 18 a 20 años;2019;621
04 Balears, Illes;Total;De 18 a 20 años;2018;649
04 Balears, Illes;Total;De 18 a 20 años;2017;624
04 Balears, Illes;Total;De 18 a 20 años;2016;517
04 Balears, Illes;Total;De 18 a 20 años;2015;517
04 Balears, Illes;Total;De 18 a 20 años;2014;511
04 Balears, Illes;Total;De 18 a 20 años;2013;543
04 Balears, Illes;Total;De 21 a 25 años;2019;1.116
04 Balears, Illes;Total;De 21 a 25 años;2018;1.122
04 Balears, Illes;Total;De 21 a 25 años;2017;1.077
04 Balears, Illes;Total;De 21 a 25 años;2016;1.017
04 Balears, Illes;Total;De 21 a 25 años;2015;989
04 Balears, Illes;Total;De 21 a 25 años;2014;1.043
04 Balears, Illes;Total;De 21 a 25 años;2013;1.067
04 Balears, Illes;Total;De 26 a 30 años;2019;1.230
04 Balears, Illes;Total;De 26 a 30 años;2018;1.177
04 Balears, Illes;Total;De 26 a 30 años;2017;1.201
04 Balears, Illes;Total;De 26 a 30 años;2016;1.204
04 Balears, Illes;Total;De 26 a 30 años;2015;1.107
04 Balears, Illes;Total;De 26 a 30 años;2014;1.124
04 Balears, Illes;Total;De 26 a 30 años;2013;1.140
04 Balears, Illes;Total;De 31 a 35 años;2019;1.169
04 Balears, Illes;Total;De 31 a 35 años;2018;1.202
04 Balears, Illes;Total;De 31 a 35 años;2017;1.279
04 Balears, Illes;Total;De 31 a 35 años;2016;1.274
04 Balears, Illes;Total;De 31 a 35 años;2015;1.119
04 Balears, Illes;Total;De 31 a 35 años;2014;1.190
04 Balears, Illes;Total;De 31 a 35 años;2013;1.125
04 Balears, Illes;Total;De 36 a 40 años;2019;1.170
04 Balears, Illes;Total;De 36 a 40 años;2018;1.207
04 Balears, Illes;Total;De 36 a 40 años;2017;1.217
04 Balears, Illes;Total;De 36 a 40 años;2016;1.084
04 Balears, Illes;Total;De 36 a 40 años;2015;1.013
04 Balears, Illes;Total;De 36 a 40 años;2014;1.048
04 Balears, Illes;Total;De 36 a 40 años;2013;1.077
04 Balears, Illes;Total;De 41 a 50 años;2019;1.834
04 Balears, Illes;Total;De 41 a 50 años;2018;1.732
04 Balears, Illes;Total;De 41 a 50 años;2017;1.722
04 Balears, Illes;Total;De 41 a 50 años;2016;1.646
04 Balears, Illes;Total;De 41 a 50 años;2015;1.371
04 Balears, Illes;Total;De 41 a 50 años;2014;1.430
04 Balears, Illes;Total;De 41 a 50 años;2013;1.386
04 Balears, Illes;Total;De 51 a 60 años;2019;818
04 Balears, Illes;Total;De 51 a 60 años;2018;796
04 Balears, Illes;Total;De 51 a 60 años;2017;790
04 Balears, Illes;Total;De 51 a 60 años;2016;687
04 Balears, Illes;Total;De 51 a 60 años;2015;528
04 Balears, Illes;Total;De 51 a 60 años;2014;603
04 Balears, Illes;Total;De 51 a 60 años;2013;547
04 Balears, Illes;Total;De 61 a 70 años;2019;291
04 Balears, Illes;Total;De 61 a 70 años;2018;262
